////////////////////////////////////////////////////////////////////////////////												SkilluseType																																						
//	[ Text  Version ]	1.2.7.1_2																																			데미지 구분													
//	[ 최종 작업자 ]	김승태																																																
//	[ 최종 작업일 ]	2015-08-25 2:09 PM																																																
//	[ 작 업 내 용 ]	수호방패 <> 방패막기 스킬명 치환																																																
////////////////////////////////////////////////////////////////////////////////																																																		
//속성1 - 펜타그램 속성과 동일 [0(없음). 1(불). 2(물). 3(땅). 4(바람). 5(암흑)]																																																		
//속성2 [-1(없음). 0(물리). 1(마법)]																																																		
// SkillBrand [특정 스킬이 있어야지만 사용이 가능]. 마스터레벨의 경우 액티브 강화 스킬은 선행스킬 조건을 같은 스킬로 넣어야함																																																		
// SkillUsetype [0(일반스킬). 1(직책스킬). 3(마스터레벨:패시브). 4(마스터레벨:액티브), 5(이벤트 맵 스킬/스킬각인UI에서 표시되지 않음), 6(캐릭터 사용불가스킬/스킬각인UI에서 표시되지 않음)]																																																		
// 스킬 타입 : [0(일반스킬). 1(버프:아군에게 이로운 효과). 2(디버프:적군에게 해로운 효과). 3(치료:대상을 회복시킴)]																																																		
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	Cha	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	필요힘	필요민첩	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
238	"카오틱디세이어"	100	190	50	15	6	0	16	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	238	0	0	1	0	1	0	2	0	0	0	1	150	-1	-1	105	0
// 도플갱어 공격 스킬																																																		
239	"도플갱어 자폭 스킬"	100	140	20	25	3	0	0	0	1	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
// 레이지파이터스킬																																																		
260	"클링블로우"	0	0	9	0	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	260	0	1	1	0	0	0	1	0	2	0	4	200	-1	-1	155	0
261	"비스트어퍼"	0	0	9	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	261	0	1	1	0	0	0	1	0	2	0	4	200	-1	-1	155	0
262	"체인드라이브"	150	0	15	20	4	700	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	262	0	0	1	0	0	0	1	0	2	7	-1	-1	-1	-1	105	0
263	"다크사이드"	180	0	70	0	5	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	263	0	0	1	0	1	0	0	0	0	0	-1	-1	-1	-1	115	0
264	"드레곤로어"	150	0	50	30	3	700	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	264	0	0	1	0	0	0	0	0	0	7	-1	-1	-1	-1	100	0
265	"드레곤슬레셔"	200	0	100	100	4	3000	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	265	0	0	1	0	0	0	0	0	2	7	-1	-1	-1	-1	100	0
266	"적방어력무시"	120	0	50	10	3	0	80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	266	1	0	0	129	2	1	0	1	0	0	-1	-1	-1	-1	100	0
267	"체력향상"	80	0	50	10	7	0	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	267	1	0	0	130	2	1	0	1	0	0	-1	-1	-1	-1	100	0
268	"방어성공율향상"	50	0	50	10	7	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	268	1	0	0	131	2	1	0	1	0	0	-1	-1	-1	-1	100	0
269	"차지"	0	90	20	15	4	0	0	0	0	1	0	75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	1	0	2	0	-1	-1	-1	-1	100	0
270	"피닉스 샷"	0	0	30	0	4	1200	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	270	0	1	1	0	0	0	0	0	0	0	4	200	-1	-1	125	0
// 그로우랜서 스킬																																																		
271	"스핀스텝"	83	100	12	0	2	500	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	150	271	0	0	1	0	0	0	0	0	0	4	2	-1	-1	-1	100	0
272	"서클실드"	220	0	100	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	272	1	0	0	216	2	0	0	0	0	8	2	-1	-1	-1	100	0
273	"옵시디언"	74	0	50	50	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	273	1	0	0	217	3	0	0	0	0	0	1	-1	-1	-1	100	0
274	"매직핀"	30	80	30	20	2	500	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	300	300	274	0	0	1	0	0	0	0	0	0	4	2	-1	-1	-1	100	0
275	"격돌"	0	50	50	50	6	10000	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	2	0	1	-1	-1	-1	100	0
276	"하쉬스트라이크"	74	100	12	0	3	500	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	150	0	276	0	0	1	0	0	0	0	0	0	4	1	30	-1	-1	110	0
277	"샤이닝픽"	92	70	50	20	4	500	49	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	277	0	0	1	0	1	0	0	0	0	4	1	-1	-1	-1	110	0
278	"격노"	66	0	100	50	0	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	200	200	278	1	0	0	218	2	0	0	0	2	0	2	-1	-1	-1	100	0
279	"브레쉬"	300	400	40	20	3	500	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	279	0	0	1	0	1	0	0	0	2	4	2	-1	-1	-1	110	0
280	"폭발"	0	50	0	0	2	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	110	0
281	"매직핀 폭발"	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	Cha	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	필요힘	필요민첩	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
// 마스터레벨 스킬																																																		
// 패시브 스킬 (흑기사, 흑마법사, 요정, 소환술사, 마검사, 다크로드)																																																		
300	"내구 감소 (1)"	0	37	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
301	"대인 방어율 증가"	0	12	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
302	"최대 SD 증가"	0	13	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	2	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
303	"자동 마나 회복력 증가"	0	7	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	2	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
304	"독 저항력 상승"	0	1	0	0	0	0	0	0	5	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	2	5	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
305	"내구 감소 (2)"	0	17	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	6	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
306	"SD 회복 속도 상승"	0	1	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	7	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
307	"자동 생명 회복력 증가"	0	1	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	8	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
308	"번개 저항력 상승"	0	1	0	0	0	0	0	0	2	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	9	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
309	"방어력 증가"	0	16	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	4	10	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
310	"자동 AG 회복력 증가"	0	1	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	4	11	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
311	"얼음 저항력 상승"	0	1	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	4	12	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
312	"내구 감소 (3)"	0	17	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	5	13	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
313	"방어 성공율 상승"	0	1	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	5	14	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
314	"무적 시전"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	6	15	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
315	"세트 방어력 증가"	0	3	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	6	16	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
316	"복수"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	6	17	1	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
317	"에너지 스탯 증가"	0	40	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	7	18	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
318	"체력 스탯 증가"	0	40	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	7	19	1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
319	"민첩 스탯 증가"	0	40	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	7	20	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
320	"힘 스탯 증가"	0	40	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	7	21	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
// 블레이드 마스터																																																		
// 보호 - 패시브 스킬 (블레이드 마스터)																																																		
321	"폭풍의 날개 흡수 강화"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	8	22	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
322	"폭풍의 날개 방어 강화"	0	17	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	8	23	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
323	"무적 시전"	0	1	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	3	3	6	15	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
324	"폭풍의 날개 공격 강화"	0	17	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	9	35	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
// 용맹 - 스킬 강화 (블레이드 마스터)																																																		
325	"공격 성공율 상승"	0	13	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	1	36	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
326	"돌려치기 강화"	0	4	9	0	2	0	0	0	4	0	4	22	0	0	0	0	0	3	0	0	0	0	0	0	2	37	1	0	0	0	0	0	26	0	1	1	0	0	0	0	0	0	0	1	30	-1	-1	165	0
327	"베기 강화"	0	40	10	0	2	0	0	0	4	0	4	23	0	0	0	0	0	3	0	0	0	0	0	0	2	38	1	0	0	0	0	0	27	0	1	1	0	0	0	0	0	0	0	1	30	-1	-1	185	0
328	"내려찍기 강화"	0	17	9	0	3	0	0	0	4	0	4	19	0	0	0	0	0	3	0	0	0	0	0	0	2	39	1	0	0	0	0	0	28	0	1	1	0	0	0	0	0	0	0	1	30	-1	-1	180	0
329	"찌르기 강화"	0	17	9	0	2	0	0	0	4	0	4	20	0	0	0	0	0	3	0	0	0	0	0	3	2	40	1	0	0	0	0	0	29	0	1	1	0	0	0	0	0	0	0	1	30	-1	-1	170	0
330	"회오리베기 강화"	0	40	10	10	2	0	0	0	4	0	4	41	0	0	0	0	0	3	0	0	0	0	0	0	3	41	1	0	0	0	0	0	30	0	0	1	0	1	1	0	1	0	2	1	40	-1	-1	150	0
331	"분노의 일격 강화"	170	22	25	22	3	0	0	0	3	0	4	42	0	0	0	0	0	3	0	0	0	0	0	0	3	42	1	0	0	0	0	0	31	0	0	1	0	1	0	2	1	0	2	1	150	-1	-1	125	0
332	"회오리베기 마스터리"	0	1	22	20	2	0	0	0	4	0	4	330	0	0	0	0	0	3	0	0	0	0	0	0	4	41	1	0	0	0	0	0	32	0	0	0	0	1	1	0	1	0	0	1	40	-1	-1	150	0
333	"분노의 일격 마스터리"	170	1	50	30	3	0	0	0	3	0	4	331	0	0	0	0	0	3	0	0	0	0	0	0	4	42	1	0	0	0	0	0	33	0	0	0	0	1	0	2	1	0	2	1	150	-1	-1	125	0
334	"최대 생명력 증가"	0	9	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	4	43	1	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
335	"웨폰 마스터리"	0	22	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	4	44	1	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
336	"블로우 강화"	160	22	15	13	3	0	0	0	4	0	4	43	0	0	0	0	0	3	0	0	0	0	0	0	5	45	1	0	0	0	0	0	36	0	0	1	0	0	0	0	0	0	2	1	150	-1	-1	105	0
337	"파괴의일격 강화"	100	22	30	24	5	0	0	0	2	0	4	232	0	0	0	0	0	3	0	0	0	0	0	0	5	46	1	0	0	0	0	0	37	0	0	1	0	1	0	2	1	0	2	1	150	-1	-1	135	0
338	"최대 마나 증가"	0	9	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	5	47	1	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
339	"블로우 숙련"	160	22	30	26	3	0	0	0	4	0	4	336	0	0	0	0	0	3	0	0	0	0	0	0	6	45	1	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	2	1	150	-1	-1	105	0
340	"파괴의 일격 숙련"	100	22	30	24	5	0	0	0	2	0	4	337	0	0	0	0	0	3	0	0	0	0	0	0	6	46	1	0	0	0	0	0	40	0	0	0	0	1	0	2	1	0	2	1	150	-1	-1	135	0
341	"최대 AG 증가"	0	8	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	6	48	1	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
342	"블로우 마스터리"	160	7	30	26	3	0	0	0	4	0	4	339	0	0	0	0	0	3	0	0	0	0	0	0	7	45	1	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	2	1	150	-1	-1	105	0
343	"파괴의 일격 마스터리"	100	22	30	24	5	0	0	0	2	0	4	340	0	0	0	0	0	3	0	0	0	0	0	0	7	46	1	0	0	0	0	0	43	0	0	0	0	1	0	2	1	0	2	1	150	-1	-1	135	0
344	"블러드 스톰"	0	25	87	29	3	5000	0	0	4	0	4	0	0	0	0	0	0	3	0	3	0	0	0	0	8	49	10	0	0	0	0	0	44	0	0	0	0	1	0	2	1	0	2	1	200	-1	-1	138	0
345	"콤보 강화"	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	8	50	1	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
346	"블러드 스톰 강화"	0	5	95	31	3	3000	0	0	4	0	4	344	0	0	0	0	0	3	0	3	0	0	0	0	9	49	1	0	0	0	0	0	46	0	0	1	0	1	0	2	1	0	2	1	200	-1	-1	138	0
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	Cha	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	필요힘	필요민첩	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
// 분노 - 방어/공격 향상 (블레이드 마스터)																																																		
347	"대인 공격율 상승"	0	14	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	1	51	1	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
348	"양손검 강화"	0	42	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	2	52	1	0	0	0	0	0	48	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
349	"한손검 강화"	0	22	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	2	53	1	0	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
350	"둔기류 강화"	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	2	54	1	0	0	0	0	0	50	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
351	"창류 강화"	0	41	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	2	55	1	0	0	0	0	0	51	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
352	"양손검 마스터리"	0	41	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	3	56	1	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
353	"한손검 마스터리"	0	23	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	3	57	1	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
354	"둔기류 마스터리"	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	58	1	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
355	"창류 마스터리"	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	59	1	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
356	"스웰라이프 강화"	120	7	24	26	0	0	0	0	0	-1	4	48	0	0	0	0	0	3	0	0	0	0	0	0	4	60	1	0	0	0	0	0	56	1	0	0	8	2	1	0	1	0	0	-1	-1	-1	-1	100	0
357	"마나 감소"	0	18	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	4	61	1	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
358	"몬스터 킬시 SD 회복"	0	11	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	4	62	1	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
359	"몬스터 킬시 생명력 회복"	0	6	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	4	63	1	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
360	"스웰라이프 숙련"	120	7	26	28	0	0	0	0	0	-1	4	356	0	0	0	0	0	3	0	0	0	0	0	0	5	60	1	0	0	0	0	0	60	1	0	0	135	2	1	0	1	0	0	-1	-1	-1	-1	100	0
361	"최소 공격력 상승"	0	22	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	3	0	0	3	5	64	1	0	0	0	0	0	61	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
362	"몬스터 킬시 마나 회복"	0	6	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	5	65	1	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
363	"스웰라이프 마스터리"	120	7	28	30	0	0	0	0	0	-1	4	360	0	0	0	0	0	3	0	0	0	0	0	0	6	60	1	0	0	0	0	0	63	1	0	0	136	2	1	0	1	0	0	-1	-1	-1	-1	100	0
364	"최대 공격력 상승"	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	3	0	0	3	6	66	1	0	0	0	0	0	64	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//365		0	19	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	6	67	1	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0						
366	"크리티컬 데미지 확률 상승"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	6	68	1	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
367	"마나 완전 회복"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	7	69	1	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
368	"생명력 완전 회복"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	7	70	1	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
369	"엑설런트 데미지 확률 상승"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	7	71	1	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
370	"더블 데미지 확률 상승"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	8	72	1	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
371	"적 방어력 무시 확률 상승"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	9	73	1	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
372	"SD 완전 회복"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	8	74	1	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
373	"트리플 데미지 확률 상승"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	0	9	75	1	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
// 그랜드 마스터																																																		
// 평온 - 패시브 스킬 (그랜드 마스터)																																																		
//번호	Name	레벨	데미지	사용마나량	어빌리티	거리	Delay	Eng	Cha	속성1	속성2	SkilluseType	SkillBrand	KillCout	길마	부길마	베틀마스터	흑마법사	흑기사	요정	마검사	다크로드	소환술사	레이지파이터	그로우랜서	스킬랭크	스킬그룹	필요마스터레벨포인트	소모체력	소모SD	지속시간	필요힘	필요민첩	아이콘번호	스킬 타입	무기 스킬	데미지 구분	버프 인덱스	타겟 대상	타겟 영역	사거리 내 장애물	타겟 쫓기	탈것 체크	장비 체크	데미지 스탯1	스탯 나눔값2	데미지 스탯2	스탯 나눔값2	속성 각인 가중치	추가 데미지 효과
374	"시공의 날개 흡수 강화"	0	38	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	8	76	1	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
375	"시공의 날개 방어 강화"	0	17	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	8	77	1	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
//376																																																		
377	"시공의 날개 공격 강화"	0	17	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	9	79	1	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0
// 지혜 - 스킬 강화 (그랜드 마스터)																																																		
378	"불기둥 강화"	35	17	55	0	6	0	100	0	1	1	4	5	0	0	0	0	3	0	0	0	0	0	0	0	2	80	1	0	0	0	0	0	78	0	0	2	0	1	0	0	0	0	0	3	100	-1	-1	120	0
