////////////////////////////////////////////////////////																															
// text ver. 1.0.0.2																															
// version 1.01  - T서버																															
// version 1.01  - M서버																															
// 최종작업자 - 이민정																															
// 최종작업일 - 2006-09-18  2:53:18 PM																															
// 내용 - 가중치 변경																															
////////////////////////////////////////////////////////																															
// 주의 - 최소레벨 및 lv0~lv13 값의 범위는 0~255																															
// 주의2 - 방어구류의 생명력 자동 증가량 상승은 반드시 강화옵션 이외의 기본 옵션으로 자생옵이 있어야 발동됨																															
																															
// 옵션 타입	옵션 이름	가중치	최소레벨	lv0	rzen0	lv1	rzen1	lv2	rzen2	lv3	rzen3	lv4	rzen4	lv5	rzen5	lv6	rzen6	lv7	rzen7	lv8	rzen8	lv9	rzen9	lv10	rzen10	lv11	rzen11	lv12	rzen12	lv13	rzen13
145	"신규 조화의보석 옵션145"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
146	"신규 조화의보석 옵션146"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
147	"신규 조화의보석 옵션147"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
148	"신규 조화의보석 옵션148"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
149	"신규 조화의보석 옵션149"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
150	"신규 조화의보석 옵션150"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
151	"신규 조화의보석 옵션151"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
152	"신규 조화의보석 옵션152"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
153	"신규 조화의보석 옵션153"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
154	"신규 조화의보석 옵션154"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
155	"신규 조화의보석 옵션155"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
156	"신규 조화의보석 옵션156"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
157	"신규 조화의보석 옵션157"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
158	"신규 조화의보석 옵션158"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
159	"신규 조화의보석 옵션159"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
160	"신규 조화의보석 옵션160"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
161	"신규 조화의보석 옵션161"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
162	"신규 조화의보석 옵션162"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
163	"신규 조화의보석 옵션163"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
164	"신규 조화의보석 옵션164"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
165	"신규 조화의보석 옵션165"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
166	"신규 조화의보석 옵션166"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
167	"신규 조화의보석 옵션167"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
168	"신규 조화의보석 옵션168"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
169	"신규 조화의보석 옵션169"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
170	"신규 조화의보석 옵션170"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
171	"신규 조화의보석 옵션171"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
172	"신규 조화의보석 옵션172"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
173	"신규 조화의보석 옵션173"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
174	"신규 조화의보석 옵션174"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
175	"신규 조화의보석 옵션175"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
176	"신규 조화의보석 옵션176"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
177	"신규 조화의보석 옵션177"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
178	"신규 조화의보석 옵션178"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
179	"신규 조화의보석 옵션179"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
180	"신규 조화의보석 옵션180"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
181	"신규 조화의보석 옵션181"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
182	"신규 조화의보석 옵션182"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
183	"신규 조화의보석 옵션183"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
184	"신규 조화의보석 옵션184"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
185	"신규 조화의보석 옵션185"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
186	"신규 조화의보석 옵션186"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
187	"신규 조화의보석 옵션187"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
188	"신규 조화의보석 옵션188"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
189	"신규 조화의보석 옵션189"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
190	"신규 조화의보석 옵션190"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
191	"신규 조화의보석 옵션191"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
192	"신규 조화의보석 옵션192"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
193	"신규 조화의보석 옵션193"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
194	"신규 조화의보석 옵션194"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
195	"신규 조화의보석 옵션195"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
196	"신규 조화의보석 옵션196"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
197	"신규 조화의보석 옵션197"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
198	"신규 조화의보석 옵션198"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
199	"신규 조화의보석 옵션199"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
200	"신규 조화의보석 옵션200"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
201	"신규 조화의보석 옵션201"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
202	"신규 조화의보석 옵션202"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
203	"신규 조화의보석 옵션203"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
204	"신규 조화의보석 옵션204"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
205	"신규 조화의보석 옵션205"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
206	"신규 조화의보석 옵션206"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
207	"신규 조화의보석 옵션207"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
208	"신규 조화의보석 옵션208"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
209	"신규 조화의보석 옵션209"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
210	"신규 조화의보석 옵션210"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
211	"신규 조화의보석 옵션211"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
212	"신규 조화의보석 옵션212"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
213	"신규 조화의보석 옵션213"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
214	"신규 조화의보석 옵션214"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
215	"신규 조화의보석 옵션215"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
216	"신규 조화의보석 옵션216"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
217	"신규 조화의보석 옵션217"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
218	"신규 조화의보석 옵션218"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
219	"신규 조화의보석 옵션219"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
220	"신규 조화의보석 옵션220"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
221	"신규 조화의보석 옵션221"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
222	"신규 조화의보석 옵션222"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
223	"신규 조화의보석 옵션223"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
224	"신규 조화의보석 옵션224"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
225	"신규 조화의보석 옵션225"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
226	"신규 조화의보석 옵션226"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
227	"신규 조화의보석 옵션227"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
228	"신규 조화의보석 옵션228"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
229	"신규 조화의보석 옵션229"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
230	"신규 조화의보석 옵션230"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
231	"신규 조화의보석 옵션231"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
232	"신규 조화의보석 옵션232"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
233	"신규 조화의보석 옵션233"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
234	"신규 조화의보석 옵션234"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
235	"신규 조화의보석 옵션235"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
236	"신규 조화의보석 옵션236"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
237	"신규 조화의보석 옵션237"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
238	"신규 조화의보석 옵션238"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
239	"신규 조화의보석 옵션239"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
240	"신규 조화의보석 옵션240"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
241	"신규 조화의보석 옵션241"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
242	"신규 조화의보석 옵션242"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
243	"신규 조화의보석 옵션243"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
244	"신규 조화의보석 옵션244"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
245	"신규 조화의보석 옵션245"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
246	"신규 조화의보석 옵션246"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
247	"신규 조화의보석 옵션247"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
248	"신규 조화의보석 옵션248"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
249	"신규 조화의보석 옵션249"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
250	"신규 조화의보석 옵션250"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
end																															
2	// 지팡이류																														
1	"마력 상승"	40	0	6	100000	8	110000	10	120000	12	130000	14	140000	16	150000	17	200000	18	220000	19	240000	21	280000	23	320000	25	360000	27	400000	31	500000
2	"필요 힘 감소"	50	0	6	100000	8	110000	10	120000	12	130000	14	140000	16	150000	20	200000	23	220000	26	240000	29	280000	32	320000	35	360000	37	400000	40	500000
3	"필요 민첩 감소"	50	0	6	100000	8	110000	10	120000	12	130000	14	140000	16	150000	20	200000	23	220000	26	240000	29	280000	32	320000	35	360000	37	400000	40	500000
4	"스킬 공격력 상승"	30	6	0	0	0	0	0	0	0	0	0	0	0	0	7	200000	10	220000	13	240000	16	280000	19	320000	22	360000	25	400000	30	500000
5	"크리티컬 데미지 상승"	30	6	0	0	0	0	0	0	0	0	0	0	0	0	10	200000	12	220000	14	240000	16	280000	18	320000	20	360000	22	400000	28	500000
6	"SD 감소율 상승"	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	280000	6	320000	8	360000	10	400000	13	500000
7	"공격 성공률 상승(PVP)"	20	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	280000	7	320000	9	360000	11	400000	14	500000
8	"공격시 SD 무시 확률 상승"	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	500000
9	"신규 조화의보석 옵션 9"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
10	"신규 조화의보석 옵션 10"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
11	"신규 조화의보석 옵션 11"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
12	"신규 조화의보석 옵션 12"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
13	"신규 조화의보석 옵션 13"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
14	"신규 조화의보석 옵션 14"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
15	"신규 조화의보석 옵션 15"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
16	"신규 조화의보석 옵션 16"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
17	"신규 조화의보석 옵션 17"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
18	"신규 조화의보석 옵션 18"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
19	"신규 조화의보석 옵션 19"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
20	"신규 조화의보석 옵션 20"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
21	"신규 조화의보석 옵션 21"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
22	"신규 조화의보석 옵션 22"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
23	"신규 조화의보석 옵션 23"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
24	"신규 조화의보석 옵션 24"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
25	"신규 조화의보석 옵션 25"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
26	"신규 조화의보석 옵션 26"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
27	"신규 조화의보석 옵션 27"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
28	"신규 조화의보석 옵션 28"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
29	"신규 조화의보석 옵션 29"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
30	"신규 조화의보석 옵션 30"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
31	"신규 조화의보석 옵션 31"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
32	"신규 조화의보석 옵션 32"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
33	"신규 조화의보석 옵션 33"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
34	"신규 조화의보석 옵션 34"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
35	"신규 조화의보석 옵션 35"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
36	"신규 조화의보석 옵션 36"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
37	"신규 조화의보석 옵션 37"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
38	"신규 조화의보석 옵션 38"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
39	"신규 조화의보석 옵션 39"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
40	"신규 조화의보석 옵션 40"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
41	"신규 조화의보석 옵션 41"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
42	"신규 조화의보석 옵션 42"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
