// UI 타잎 - 0 : NPC용 퀘스트 진행창, 1: 기타 퀘스트 진행창											
//EP	 QS 	UI타잎	NPC대사	플래이어 대사	대답1	대답2	대답3	 대답4	대답5	제목	요약
//NPC 기본 기능 퀘스트 스크립트 추가. 2009.07.07 By kaisa2(이채선)											
15	52	0	15085	0	0	0	0	0	0	15909	0
15	53	0	15091	15092	15093	15094	0	0	0	15910	15828
15	54	0	15096	0	0	0	0	0	0	15910	15829
15	55	0	15097	0	0	0	0	0	0	15910	15830
15	56	0	15098	0	0	0	0	0	0	15910	15829
15	57	0	15099	0	0	0	0	0	0	15910	15830
15	58	0	15095	0	0	0	0	0	0	15910	0
15	59	0	15101	15102	15103	15104	0	0	0	15911	15831
15	60	0	15106	0	0	0	0	0	0	15911	15832
15	61	0	15107	0	0	0	0	0	0	15911	15833
15	62	0	15108	0	0	0	0	0	0	15911	15832
15	63	0	15109	0	0	0	0	0	0	15911	15833
15	64	0	15105	0	0	0	0	0	0	15911	0
15	65	0	15111	15112	15113	15114	0	0	0	15912	15834
15	66	0	15116	0	0	0	0	0	0	15912	15835
15	67	0	15117	0	0	0	0	0	0	15912	15836
15	68	0	15118	0	0	0	0	0	0	15912	15835
15	69	0	15119	0	0	0	0	0	0	15912	15836
15	70	0	15115	0	0	0	0	0	0	15912	0
15	71	0	15121	15122	15123	15124	0	0	0	15913	15837
15	72	0	15126	0	0	0	0	0	0	15913	15838
15	73	0	15127	0	0	0	0	0	0	15913	15839
15	74	0	15128	0	0	0	0	0	0	15913	15838
15	75	0	15129	0	0	0	0	0	0	15913	15839
15	76	0	15125	0	0	0	0	0	0	15913	0
15	77	0	15131	15132	15133	15134	0	0	0	15914	15840
15	78	0	15136	0	0	0	0	0	0	15914	15841
15	79	0	15137	0	0	0	0	0	0	15914	15842
15	80	0	15138	0	0	0	0	0	0	15914	15841
15	81	0	15139	0	0	0	0	0	0	15914	15842
15	82	0	15135	0	0	0	0	0	0	15914	0
15	83	0	15141	15142	15143	15144	0	0	0	15915	15843
15	84	0	15146	0	0	0	0	0	0	15915	15844
15	85	0	15147	0	0	0	0	0	0	15915	15845
15	86	0	15148	0	0	0	0	0	0	15915	15844
15	87	0	15149	0	0	0	0	0	0	15915	15845
15	88	0	15145	0	0	0	0	0	0	15915	0
15	89	0	15151	15152	15153	15154	0	0	0	15916	15846
15	90	0	15156	0	0	0	0	0	0	15916	15847
15	91	0	15157	0	0	0	0	0	0	15916	15848
15	92	0	15158	0	0	0	0	0	0	15916	15847
15	93	0	15159	0	0	0	0	0	0	15916	15848
15	94	0	15155	0	0	0	0	0	0	15916	0
15	95	0	15161	15162	15163	15164	0	0	0	15917	15849
15	96	0	15166	0	0	0	0	0	0	15917	15850
15	97	0	15167	0	0	0	0	0	0	15917	15851
15	98	0	15168	0	0	0	0	0	0	15917	15850
15	99	0	15169	0	0	0	0	0	0	15917	15851
15	100	0	15165	0	0	0	0	0	0	15917	0
//반복 퀘스트 스크립트 추가. 2009.09.16 XXX 이준희											
16	0	0	16001	16002	16003	16004	0	0	0	16901	16801
16	1	0	16006	0	0	0	0	0	0	16901	0
16	2	0	16005	0	0	0	0	0	0	16901	16802
16	3	0	16011	16012	16013	16014	0	0	0	16902	16803
16	4	0	16016	0	0	0	0	0	0	16902	0
16	5	0	16015	0	0	0	0	0	0	16902	16804
16	6	0	16021	16022	16023	16024	0	0	0	16903	16805
16	7	0	16026	0	0	0	0	0	0	16903	0
16	8	0	16025	0	0	0	0	0	0	16903	16806
16	9	0	16031	16032	16033	16034	0	0	0	16904	16807
16	10	0	16036	0	0	0	0	0	0	16904	0
16	11	0	16035	0	0	0	0	0	0	16904	16808
16	12	0	16041	16042	16043	16044	0	0	0	16905	16809
16	13	0	16046	0	0	0	0	0	0	16905	0
16	14	0	16045	0	0	0	0	0	0	16905	16810
//반복 퀘스트 스크립트 추가. 2009.09.16 XXX 이준희											0
17	0	0	17001	17002	17003	17004	0	0	0	17901	17801
17	1	0	17006	0	0	0	0	0	0	17901	0
17	2	0	17005	0	0	0	0	0	0	17901	17802
17	3	0	17011	17012	17013	17014	0	0	0	17902	17803
17	4	0	17016	0	0	0	0	0	0	17902	0
17	5	0	17015	0	0	0	0	0	0	17902	17804
17	6	0	17021	17022	17023	17024	0	0	0	17903	17805
17	7	0	17026	0	0	0	0	0	0	17903	0
17	8	0	17025	0	0	0	0	0	0	17903	17806
17	9	0	17031	17032	17033	17034	0	0	0	17904	17807
17	10	0	17036	0	0	0	0	0	0	17904	0
17	11	0	17035	0	0	0	0	0	0	17904	17808
17	12	0	17041	17042	17043	17044	0	0	0	17905	17809
17	13	0	17046	0	0	0	0	0	0	17905	0
17	14	0	17045	0	0	0	0	0	0	17905	17810
//반복 퀘스트 스크립트 추가. 2009.09.28 XXX 이준희											
18	0	0	18001	18002	18003	18004	0	0	0	18901	18801
18	1	0	18006	0	0	0	0	0	0	18901	18802
18	2	0	18005	0	0	0	0	0	0	18901	0
18	3	0	18011	18012	18013	18014	0	0	0	18902	18803
18	4	0	18016	0	0	0	0	0	0	18902	18804
18	5	0	18017	0	0	0	0	0	0	18902	18805
18	6	0	18018	0	0	0	0	0	0	18902	18806
18	7	0	18019	0	0	0	0	0	0	18902	18807
18	8	0	18015	0	0	0	0	0	0	18902	0
18	9	0	18021	18022	18023	18024	0	0	0	18903	18808
18	10	0	18026	0	0	0	0	0	0	18903	18809
18	11	0	18027	0	0	0	0	0	0	18903	18810
18	12	0	18028	0	0	0	0	0	0	18903	18811
18	13	0	18029	0	0	0	0	0	0	18903	18812
18	14	0	18025	0	0	0	0	0	0	18903	0
18	15	0	18031	18032	18033	18034	0	0	0	18904	18813
18	16	0	18036	0	0	0	0	0	0	18904	18814
18	17	0	18037	0	0	0	0	0	0	18904	18815
18	18	0	18035	0	0	0	0	0	0	18904	0
18	19	0	18041	18042	18043	18044	0	0	0	18905	18816
18	20	0	18046	0	0	0	0	0	0	18905	18817
18	21	0	18047	0	0	0	0	0	0	18905	18818
18	22	0	18045	0	0	0	0	0	0	18905	0
18	23	0	18051	18052	18053	18054	0	0	0	18906	18819
18	24	0	18056	0	0	0	0	0	0	18906	18820
18	25	0	18057	0	0	0	0	0	0	18906	18821
18	26	0	18055	0	0	0	0	0	0	18906	0
18	27	0	18061	18062	18063	18064	0	0	0	18907	18822
18	28	0	18066	0	0	0	0	0	0	18907	18823
18	29	0	18067	0	0	0	0	0	0	18907	18824
18	30	0	18065	0	0	0	0	0	0	18907	0
18	31	0	18071	18072	18073	18074	0	0	0	18908	18825
18	32	0	18076	0	0	0	0	0	0	18908	18826
18	33	0	18077	0	0	0	0	0	0	18908	18827
18	34	0	18075	0	0	0	0	0	0	18908	0
18	35	0	18081	18082	18083	18084	0	0	0	18909	18828
18	36	0	18086	0	0	0	0	0	0	18909	18829
18	37	0	18087	0	0	0	0	0	0	18909	18830
18	38	0	18085	0	0	0	0	0	0	18909	0
18	39	0	18091	18092	18093	18094	0	0	0	18910	18831
18	40	0	18096	0	0	0	0	0	0	18910	18832
18	41	0	18097	0	0	0	0	0	0	18910	18833
18	42	0	18095	0	0	0	0	0	0	18910	0
18	43	0	18101	18102	18103	18104	0	0	0	18911	18834
18	44	0	18106	0	0	0	0	0	0	18911	18835
18	45	0	18107	0	0	0	0	0	0	18911	18836
18	46	0	18105	0	0	0	0	0	0	18911	0
18	47	0	18111	18112	18113	18114	0	0	0	18912	18837
18	48	0	18116	0	0	0	0	0	0	18912	18838
18	49	0	18117	0	0	0	0	0	0	18912	18839
18	50	0	18115	0	0	0	0	0	0	18912	0
18	51	0	18121	18122	18123	18124	0	0	0	18913	18840
18	52	0	18126	0	0	0	0	0	0	18913	18841
18	53	0	18127	0	0	0	0	0	0	18913	18842
18	54	0	18125	0	0	0	0	0	0	18913	0
18	55	0	18131	18132	18133	18134	0	0	0	18914	18843
18	56	0	18136	0	0	0	0	0	0	18914	18844
18	57	0	18137	0	0	0	0	0	0	18914	18845
18	58	0	18135	0	0	0	0	0	0	18914	0
18	59	0	18141	18142	18143	18144	0	0	0	18915	18846
18	60	0	18146	0	0	0	0	0	0	18915	18847
18	61	0	18147	0	0	0	0	0	0	18915	18848
18	62	0	18145	0	0	0	0	0	0	18915	0
18	63	0	18151	18152	18153	18154	0	0	0	18916	18849
18	64	0	18156	0	0	0	0	0	0	18916	18850
18	65	0	18157	0	0	0	0	0	0	18916	18851
18	66	0	18155	0	0	0	0	0	0	18916	0
18	67	0	18161	18162	18163	18164	0	0	0	18917	18852
18	68	0	18166	0	0	0	0	0	0	18917	18853
18	69	0	18167	0	0	0	0	0	0	18917	18854
18	70	0	18165	0	0	0	0	0	0	18917	0
18	71	0	18171	18172	18173	18174	0	0	0	18918	18855
18	72	0	18176	0	0	0	0	0	0	18918	18856
18	73	0	18177	0	0	0	0	0	0	18918	18857
18	74	0	18175	0	0	0	0	0	0	18918	0
18	75	0	18181	18182	18183	18184	0	0	0	18919	18858
18	76	0	18186	0	0	0	0	0	0	18919	18859
18	77	0	18187	0	0	0	0	0	0	18919	18860
18	78	0	18185	0	0	0	0	0	0	18919	0
18	79	0	18191	18192	18193	18194	0	0	0	18920	18861
18	80	0	18196	0	0	0	0	0	0	18920	18862
18	81	0	18197	0	0	0	0	0	0	18920	18863
18	82	0	18195	0	0	0	0	0	0	18920	0
18	83	0	18201	18202	18203	18204	0	0	0	18921	18864
18	84	0	18206	0	0	0	0	0	0	18921	18865
18	85	0	18207	0	0	0	0	0	0	18921	18866
18	86	0	18205	0	0	0	0	0	0	18921	0
18	87	0	18211	18212	18213	18214	0	0	0	18922	18867
18	88	0	18216	0	0	0	0	0	0	18922	18868
18	89	0	18217	0	0	0	0	0	0	18922	18869
18	90	0	18215	0	0	0	0	0	0	18922	0
18	91	0	18221	18222	18223	18224	0	0	0	18922	18870
18	92	0	18226	0	0	0	0	0	0	18922	18871
18	93	0	18227	0	0	0	0	0	0	18922	18872
18	94	0	18225	0	0	0	0	0	0	18922	0
18	95	0	18231	18232	18233	18234	0	0	0	18923	18873
18	96	0	18236	0	0	0	0	0	0	18923	18874
18	97	0	18235	0	0	0	0	0	0	18923	0
18	98	0	18241	18242	18243	18244	0	0	0	18923	18875
18	99	0	18246	0	0	0	0	0	0	18923	18876
18	100	0	18245	0	0	0	0	0	0	18923	0
18	101	0	18251	18252	18253	18254	0	0	0	18924	18877
18	102	0	18256	0	0	0	0	0	0	18924	18878
18	103	0	18255	0	0	0	0	0	0	18924	0
18	104	0	18261	18262	18263	18264	0	0	0	18924	18879
18	105	0	18266	0	0	0	0	0	0	18924	18880
18	106	0	18265	0	0	0	0	0	0	18924	0
18	107	0	18271	18272	18273	18274	0	0	0	18925	18881
18	108	0	18276	0	0	0	0	0	0	18925	18882
18	109	0	18275	0	0	0	0	0	0	18925	0
18	110	0	18281	18282	18283	18284	0	0	0	18925	18883
18	111	0	18286	0	0	0	0	0	0	18925	18884
18	112	0	18285	0	0	0	0	0	0	18925	0
18	113	0	18291	18292	18293	18294	0	0	0	18926	18885
18	114	0	18296	0	0	0	0	0	0	18926	18886
18	115	0	18295	0	0	0	0	0	0	18926	0
18	116	0	18301	18302	18303	18304	0	0	0	18926	18887
18	117	0	18306	0	0	0	0	0	0	18926	18888
18	118	0	18305	0	0	0	0	0	0	18926	0
18	119	0	18311	18312	18313	18314	0	0	0	18927	18889
18	120	0	18316	0	0	0	0	0	0	18927	18890
18	121	0	18315	0	0	0	0	0	0	18927	0
18	122	0	18321	18322	18323	18324	0	0	0	18927	18891
18	123	0	18326	0	0	0	0	0	0	18927	18892
18	124	0	18325	0	0	0	0	0	0	18927	0
18	125	0	18331	18332	18333	18334	0	0	0	18928	18893
18	126	0	18336	0	0	0	0	0	0	18928	18894
18	127	0	18335	0	0	0	0	0	0	18928	0
18	128	0	18341	18342	18343	18344	0	0	0	18928	18895
18	129	0	18346	0	0	0	0	0	0	18928	18896
18	130	0	18345	0	0	0	0	0	0	18928	0
//반복 퀘스트 스크립트 추가. 2010.02.18 XXX 이준희											
19	0	0	19001	19002	19003	19004	0	0	0	19901	19801
19	1	0	19005	0	0	0	0	0	0	19901	0
19	2	0	19006	0	0	0	0	0	0	19901	19802
19	3	0	19007	19008	19009	19010	0	0	0	19902	19803
19	4	0	19011	0	0	0	0	0	0	19902	19803
19	5	0	19012	0	0	0	0	0	0	19902	19804
19	6	0	19012	0	0	0	0	0	0	19902	19804
19	7	0	19012	0	0	0	0	0	0	19902	19804
19	8	0	19012	0	0	0	0	0	0	19902	19804
19	9	0	19012	0	0	0	0	0	0	19902	19804
19	10	0	19012	0	0	0	0	0	0	19902	19804
19	11	0	19012	0	0	0	0	0	0	19902	19804
19	12	0	19012	0	0	0	0	0	0	19902	19804
19	13	0	19013	0	0	0	0	0	0	19902	19805
19	14	0	19013	0	0	0	0	0	0	19902	19805
19	15	0	19013	0	0	0	0	0	0	19902	19805
19	16	0	19013	0	0	0	0	0	0	19902	19805
19	17	0	19013	0	0	0	0	0	0	19902	19805
19	18	0	19013	0	0	0	0	0	0	19902	19805
19	19	0	19013	0	0	0	0	0	0	19902	19805
19	20	0	19013	0	0	0	0	0	0	19902	19805
19	21	0	19014	0	0	0	0	0	0	19902	19806
19	22	0	19014	0	0	0	0	0	0	19902	19806
19	23	0	19014	0	0	0	0	0	0	19902	19806
19	24	0	19014	0	0	0	0	0	0	19902	19806
19	25	0	19014	0	0	0	0	0	0	19902	19806
19	26	0	19014	0	0	0	0	0	0	19902	19806
19	27	0	19014	0	0	0	0	0	0	19902	19806
19	28	0	19014	0	0	0	0	0	0	19902	19806
19	29	0	19015	0	0	0	0	0	0	19902	19807
19	30	0	19015	0	0	0	0	0	0	19902	19807
19	31	0	19015	0	0	0	0	0	0	19902	19807
19	32	0	19015	0	0	0	0	0	0	19902	19807
19	33	0	19015	0	0	0	0	0	0	19902	19807
19	34	0	19015	0	0	0	0	0	0	19902	19807
19	35	0	19015	0	0	0	0	0	0	19902	19807
19	36	0	19015	0	0	0	0	0	0	19902	19807
19	37	0	19016	0	0	0	0	0	0	19902	19808
19	38	0	19016	0	0	0	0	0	0	19902	19808
19	39	0	19016	0	0	0	0	0	0	19902	19808
19	40	0	19016	0	0	0	0	0	0	19902	19808
19	41	0	19016	0	0	0	0	0	0	19902	19808
19	42	0	19016	0	0	0	0	0	0	19902	19808
19	43	0	19016	0	0	0	0	0	0	19902	19808
19	44	0	19016	0	0	0	0	0	0	19902	19808
19	45	0	19017	19018	19019	19020	0	0	0	19903	19809
19	46	0	19021	0	0	0	0	0	0	19903	0
19	47	0	19022	0	0	0	0	0	0	19903	19810
19	48	0	19023	19024	19025	19026	0	0	0	19904	19811
19	49	0	19027	0	0	0	0	0	0	19904	19811
19	50	0	19028	0	0	0	0	0	0	19904	19812
19	51	0	19028	0	0	0	0	0	0	19904	19812
19	52	0	19028	0	0	0	0	0	0	19904	19812
19	53	0	19028	0	0	0	0	0	0	19904	19812
19	54	0	19028	0	0	0	0	0	0	19904	19812
19	55	0	19028	0	0	0	0	0	0	19904	19812
19	56	0	19028	0	0	0	0	0	0	19904	19812
19	57	0	19028	0	0	0	0	0	0	19904	19812
19	58	0	19029	0	0	0	0	0	0	19904	19813
19	59	0	19029	0	0	0	0	0	0	19904	19813
19	60	0	19029	0	0	0	0	0	0	19904	19813
19	61	0	19029	0	0	0	0	0	0	19904	19813
19	62	0	19029	0	0	0	0	0	0	19904	19813
19	63	0	19029	0	0	0	0	0	0	19904	19813
19	64	0	19029	0	0	0	0	0	0	19904	19813
19	65	0	19029	0	0	0	0	0	0	19904	19813
19	66	0	19030	0	0	0	0	0	0	19904	19814
19	67	0	19030	0	0	0	0	0	0	19904	19814
19	68	0	19030	0	0	0	0	0	0	19904	19814
19	69	0	19030	0	0	0	0	0	0	19904	19814
19	70	0	19030	0	0	0	0	0	0	19904	19814
19	71	0	19030	0	0	0	0	0	0	19904	19814
19	72	0	19030	0	0	0	0	0	0	19904	19814
19	73	0	19030	0	0	0	0	0	0	19904	19814
19	74	0	19031	0	0	0	0	0	0	19904	19815
19	75	0	19031	0	0	0	0	0	0	19904	19815
19	76	0	19031	0	0	0	0	0	0	19904	19815
19	77	0	19031	0	0	0	0	0	0	19904	19815
19	78	0	19031	0	0	0	0	0	0	19904	19815
19	79	0	19031	0	0	0	0	0	0	19904	19815
19	80	0	19031	0	0	0	0	0	0	19904	19815
19	81	0	19031	0	0	0	0	0	0	19904	19815
19	82	0	19032	0	0	0	0	0	0	19904	19816
19	83	0	19032	0	0	0	0	0	0	19904	19816
19	84	0	19032	0	0	0	0	0	0	19904	19816
19	85	0	19032	0	0	0	0	0	0	19904	19816
19	86	0	19032	0	0	0	0	0	0	19904	19816
19	87	0	19032	0	0	0	0	0	0	19904	19816
19	88	0	19032	0	0	0	0	0	0	19904	19816
19	89	0	19032	0	0	0	0	0	0	19904	19816
19	90	0	19033	19034	19035	19036	0	0	0	19905	19817
19	91	0	19037	0	0	0	0	0	0	19905	0
19	92	0	19038	0	0	0	0	0	0	19905	19818
19	93	0	19039	19040	19041	19042	0	0	0	19906	19819
19	94	0	19043	0	0	0	0	0	0	19906	19819
19	95	0	19044	0	0	0	0	0	0	19906	19820
19	96	0	19044	0	0	0	0	0	0	19906	19820
19	97	0	19044	0	0	0	0	0	0	19906	19820
19	98	0	19044	0	0	0	0	0	0	19906	19820
19	99	0	19044	0	0	0	0	0	0	19906	19820
19	100	0	19044	0	0	0	0	0	0	19906	19820
19	101	0	19044	0	0	0	0	0	0	19906	19820
19	102	0	19044	0	0	0	0	0	0	19906	19820
19	103	0	19045	0	0	0	0	0	0	19906	19821
19	104	0	19045	0	0	0	0	0	0	19906	19821
19	105	0	19045	0	0	0	0	0	0	19906	19821
19	106	0	19045	0	0	0	0	0	0	19906	19821
19	107	0	19045	0	0	0	0	0	0	19906	19821
19	108	0	19045	0	0	0	0	0	0	19906	19821
19	109	0	19045	0	0	0	0	0	0	19906	19821
19	110	0	19045	0	0	0	0	0	0	19906	19821
19	111	0	19046	0	0	0	0	0	0	19906	19822
19	112	0	19046	0	0	0	0	0	0	19906	19822
19	113	0	19046	0	0	0	0	0	0	19906	19822
19	114	0	19046	0	0	0	0	0	0	19906	19822
19	115	0	19046	0	0	0	0	0	0	19906	19822
19	116	0	19046	0	0	0	0	0	0	19906	19822
19	117	0	19046	0	0	0	0	0	0	19906	19822
19	118	0	19046	0	0	0	0	0	0	19906	19822
19	119	0	19047	0	0	0	0	0	0	19906	19823
19	120	0	19047	0	0	0	0	0	0	19906	19823
19	121	0	19047	0	0	0	0	0	0	19906	19823
19	122	0	19047	0	0	0	0	0	0	19906	19823
19	123	0	19047	0	0	0	0	0	0	19906	19823
19	124	0	19047	0	0	0	0	0	0	19906	19823
19	125	0	19047	0	0	0	0	0	0	19906	19823
19	126	0	19047	0	0	0	0	0	0	19906	19823
19	127	0	19048	0	0	0	0	0	0	19906	19824
19	128	0	19048	0	0	0	0	0	0	19906	19824
19	129	0	19048	0	0	0	0	0	0	19906	19824
19	130	0	19048	0	0	0	0	0	0	19906	19824
19	131	0	19048	0	0	0	0	0	0	19906	19824
19	132	0	19048	0	0	0	0	0	0	19906	19824
19	133	0	19048	0	0	0	0	0	0	19906	19824
19	134	0	19048	0	0	0	0	0	0	19906	19824
//반복 퀘스트 스크립트 추가. 2010.06.22 XXX 이준희											
20	0	0	20001	0	20002	0	0	0	0	20901	20801
20	1	0	20003	0	20004	0	0	0	0	20901	20801
20	2	0	20005	20006	20007	20008	0	0	0	20901	20801
20	3	0	20009	0	0	0	0	0	0	20901	20801
20	4	0	20010	0	0	0	0	0	0	20901	20802
20	5	0	20011	20012	20013	20014	0	0	0	20902	20803
20	6	0	20015	0	0	0	0	0	0	20902	20803
20	7	0	20016	0	0	0	0	0	0	20902	20803
20	8	1	20017	20018	20019	0	0	0	0	20925	20840
20	9	0	20020	0	0	0	0	0	0	20903	20804
20	10	0	20021	20022	20023	20024	0	0	0	20904	20805
20	11	0	20025	0	0	0	0	0	0	20904	20805
20	12	0	20026	0	0	0	0	0	0	20904	20806
20	13	0	20027	20028	20029	20030	0	0	0	20905	20807
20	14	0	20031	0	0	0	0	0	0	20905	20807
20	15	0	20032	0	0	0	0	0	0	20905	20808
20	16	0	20033	0	0	0	0	0	0	20906	20809
20	17	0	20034	20035	20036	20037	0	0	0	20907	20810
20	18	0	20038	0	0	0	0	0	0	20907	20810
20	19	0	20039	0	0	0	0	0	0	20907	20811
20	20	0	20040	20041	20042	20043	0	0	0	20908	20812
20	21	0	20044	0	0	0	0	0	0	20908	20812
20	22	0	20045	0	0	0	0	0	0	20908	20813
20	23	0	20046	0	0	0	0	0	0	20909	20814
20	24	0	20047	20048	20049	20050	0	0	0	20910	20815
20	25	0	20051	0	0	0	0	0	0	20910	20815
20	26	0	20052	0	0	0	0	0	0	20910	20816
20	27	0	20053	20054	20055	20056	0	0	0	20911	20817
20	28	0	20057	0	0	0	0	0	0	20911	20817
20	29	0	20058	0	0	0	0	0	0	20911	20818
20	30	0	20059	0	0	0	0	0	0	20912	20819
20	31	0	20060	20061	20062	20063	0	0	0	20913	20820
20	32	0	20064	0	0	0	0	0	0	20913	20820
20	33	0	20065	0	0	0	0	0	0	20913	20821
20	34	0	20066	20067	20068	20069	0	0	0	20914	20822
20	35	0	20070	0	0	0	0	0	0	20914	20822
20	36	0	20071	0	0	0	0	0	0	20914	20823
20	37	0	20072	0	0	0	0	0	0	20915	20824
20	38	0	20073	20074	20075	20076	0	0	0	20916	20825
20	39	0	20077	0	0	0	0	0	0	20916	20825
20	40	0	20078	0	0	0	0	0	0	20916	20826
20	41	0	20079	20080	20081	20082	0	0	0	20917	20827
20	42	0	20083	0	0	0	0	0	0	20917	20827
20	43	0	20084	0	0	0	0	0	0	20917	20828
20	44	0	20085	0	0	0	0	0	0	20918	20829
20	45	0	20086	20087	20088	20089	0	0	0	20919	20830
20	46	0	20090	0	0	0	0	0	0	20919	20830
20	47	0	20091	0	0	0	0	0	0	20919	20831
20	48	0	20092	20093	20094	20095	0	0	0	20920	20832
20	49	0	20096	0	0	0	0	0	0	20920	20832
20	50	0	20097	0	0	0	0	0	0	20920	20833
20	51	0	20098	0	0	0	0	0	0	20921	20834
20	52	0	20099	20100	20101	20102	0	0	0	20922	20835
20	53	0	20103	0	0	0	0	0	0	20922	20835
20	54	0	20104	0	20105	0	0	0	0	20922	20835
20	55	0	20106	0	0	0	0	0	0	20922	20836
20	56	0	20107	20108	20109	20110	0	0	0	20923	20837
20	57	0	20111	0	0	0	0	0	0	20923	20837
20	58	0	20112	0	0	0	0	0	0	20923	20838
20	59	0	20113	20114	20115	0	0	0	0	20924	20839
20	60	0	20116	0	0	0	0	0	0	20924	20839
//20	61	0	20117	0	0	0	0	0	0	20924	20839
//20	62	0	20118	0	0	0	0	0	0	20926	20841
//20	63	0	20119	20120	20121	0	0	0	0	20926	20841
//20	64	0	20122	0	0	0	0	0	0	20926	20841
