///////////////////////////////////////////////////////////////////////////////////////////////									
//	[ Text Version ]	1.1.9.0							
//	[ Test Sever ver ]	-							
//	[ Main Sever ver ]	레드서버용 SetBase							
//	[ Athor ]	사재일							
//	[ Data ]	2015-06-02 16:50							
//	[ 내용 ]	황금콜로서스이벤트 종료							
///////////////////////////////////////////////////////////////////////////////////////////////									
// script type 									
// 0 : 움직이지 않는 몬스터.(리젠 좌표 고정형) 1.3: 기준 좌표 내 랜덤 생성									
// 1 : 악마의 광장.데비아스.노리아(일본사용)									
// 2 : 일반 몬스터									
// 3 : 생성되기만 하고 활동은 하지 않는 몬스터(즉 안보이다가 이벤트 발생시 살아남) - 복주머니 이벤트시 해당 카테고리 사용									
// 3 : type mapnumber distance x y dir total //distance는 해당 거리만큼 타일 주위에서 랜덤 생성// dir은 NPC 방향									
// 4 : 블러드캐슬 및 카오스캐슬 전용									
// 6 : 아케론 속성 몬스터 (1/불, 2/물, 3/땅, 4/바람. 5/어둠)									
// 데이터 중간에 추가하지말고 무조건 최하단으로 추가할 것									
	//type	distance	distance	x	y	x	y	dir	total
	20	2	30	218	201	-1			
	20	2	30	240	207	-1			
	20	2	30	238	184	-1			
	20	2	30	227	167	-1			
	20	2	30	202	209	-1			
	20	2	30	113	105	-1			
	20	2	30	96	103	-1			
	20	2	30	102	117	-1			
	20	2	30	241	198	-1			
	20	2	30	228	184	-1			
	20	2	30	200	243	-1			
	20	2	30	214	152	-1			
	20	2	30	197	183	-1			
	24	2	30	162	11	-1			
	24	2	30	244	80	-1			
	24	2	30	238	88	-1			
	24	2	30	229	83	-1			
end									
									
// ------------------------------------------------------------									
// 노리아									
// ------------------------------------------------------------									
0									
	237	3	0	171	105	3	//카론		
	242	3	0	173	125	1	//라라요정		
	243	3	0	195	124	2	//장로 가루스		
	240	3	0	172	96	3	//세이프티가디언		
	238	3	0	180	103	1	//카오스고블린		
	257	3	0	167	117	1	//쉐도우팬텀부대원		
//	368	3	0	173	101	2	//카오스고블린.	//조화보석시스템	
//	369	3	0	174	102	2	//카오스고블린.	//조화보석시스템	
//	370	3	0	175	103	2	//카오스고블린.	//조화보석시스템	
end									
									
//노리아 (이준희 2009.10.15/퀘스트를 위해 몬스터 신규 배치 및 몬스터 재배치)									
// 타입	맵번호	이동범위	시작X	시작Y	종료X	종료Y	방향	개수	
1									
3	3	30	139	63	247	164	-1	60	//거미
26	3	30	109	46	154	181	-1	10	//고블린
26	3	30	136	156	247	204	-1	10	//고블린
26	3	30	135	42	247	73	-1	10	//고블린
27	3	30	109	46	154	181	-1	20	//고리전갈
27	3	30	135	42	247	73	-1	20	//고리전갈
27	3	30	136	156	247	204	-1	20	//고리전갈
33	3	30	106	3	247	40	-1	20	//고블린대장
33	3	30	59	6	128	106	-1	20	//고블린대장
28	3	30	106	3	247	40	-1	20	//풍뎅이괴물
28	3	30	59	6	128	106	-1	20	//풍뎅이괴물
29	3	30	106	3	247	40	-1	20	//헌터
29	3	30	59	6	128	106	-1	20	//헌터
30	3	30	7	4	63	176	-1	10	//숲의괴물
30	3	30	41	107	107	181	-1	10	//숲의괴물
30	3	30	105	184	247	246	-1	10	//숲의괴물
31	3	30	7	4	63	176	-1	20	//아곤
31	3	30	41	107	107	181	-1	20	//아곤
31	3	30	105	184	247	246	-1	20	//아곤
32	3	30	4	168	115	248	-1	40	//돌괴물
end									
									
// ------------------------------------------------------------									
// 던전 1									
// ------------------------------------------------------------									
// 0	type	mapnumber	distance	x	y	dir			
// dir 이 -1 이면 랜덤방향									
2									
//포이즌소뿔전사_추가_0625_정동일									
	8	1	30	30	122	-1			
	8	1	30	40	98	-1			
	8	1	30	4	73	-1			
	8	1	30	12	56	-1			
	8	1	30	2	78	-1			
	16	1	30	108	9	-1			
	14	1	30	120	232	-1			
	14	1	30	107	230	-1			
	12	1	30	65	205	-1			
	14	1	30	84	244	-1			
	15	1	30	61	169	-1			
	14	1	30	94	242	-1			
	14	1	30	108	195	-1			
	14	1	30	94	208	-1			
	11	1	30	69	167	-1			
	12	1	30	87	177	-1			
	11	1	30	136	149	-1			
	12	1	30	70	195	-1			
	14	1	30	62	181	-1			
	12	1	30	61	213	-1			
	11	1	30	133	212	-1			
	12	1	30	69	222	-1			
	12	1	30	57	247	-1			
	12	1	30	49	246	-1			
	14	1	30	31	247	-1			
	14	1	30	3	246	-1			
	14	1	30	29	246	-1			
	14	1	30	83	198	-1			
	17	1	30	18	220	-1			
	14	1	30	33	209	-1			
	11	1	30	135	212	-1			
	12	1	30	86	196	-1			
	11	1	30	151	212	-1			
	11	1	30	168	220	-1			
	12	1	30	46	210	-1			
	14	1	30	45	201	-1			
	12	1	30	46	205	-1			
	11	1	30	46	146	-1			
	11	1	30	49	182	-1			
	11	1	30	44	162	-1			
	11	1	30	45	180	-1			
	11	1	30	45	183	-1			
	11	1	30	164	232	-1			
	12	1	30	137	241	-1			
	12	1	30	130	244	-1			
	11	1	30	92	157	-1			
	11	1	30	102	174	-1			
	11	1	30	113	166	-1			
	15	1	30	217	229	-1			
	11	1	30	222	223	-1			
	11	1	30	163	184	-1			
	11	1	30	164	186	-1			
	17	1	30	230	173	-1			
	17	1	30	236	167	-1			
	11	1	30	150	193	-1			
	11	1	30	142	218	-1			
	12	1	30	134	240	-1			
	17	1	30	241	173	-1			
	11	1	30	199	116	-1			
	5	1	30	170	126	-1			
	14	1	30	120	243	-1			
	11	1	30	240	247	-1			
	11	1	30	242	247	-1			
	11	1	30	241	226	-1			
	11	1	30	246	220	-1			
	11	1	30	243	201	-1			
	5	1	30	163	114	-1			
	11	1	30	244	192	-1			
	11	1	30	213	248	-1			
	17	1	30	173	200	-1			
	11	1	30	148	149	-1			
	5	1	30	163	125	-1			
	15	1	30	141	110	-1			
	5	1	30	145	118	-1			
	13	1	30	112	93	-1			
	15	1	30	98	54	-1			
	14	1	30	99	49	-1			
	13	1	30	104	65	-1			
	13	1	30	183	27	-1			
	8	1	30	187	15	-1			
	8	1	30	158	17	-1			
	16	1	30	159	41	-1			
	16	1	30	115	8	-1			
	5	1	30	123	120	-1			
	15	1	30	114	110	-1			
	15	1	30	68	110	-1			
	15	1	30	76	111	-1			
	16	1	30	124	20	-1			
	16	1	30	90	6	-1			
	13	1	30	114	20	-1			
	5	1	30	138	86	-1			
	16	1	30	212	83	-1			
	16	1	30	211	90	-1			
	16	1	30	226	58	-1			
	16	1	30	239	56	-1			
	16	1	30	235	23	-1			
	13	1	30	247	87	-1			
	11	1	30	247	7	-1			
	11	1	30	240	7	-1			
	11	1	30	241	9	-1			
	9	1	30	28	18	-1			
	9	1	30	22	4	-1			
//	9	1	30	18	29	-1			
//	9	1	30	18	23	-1			
	9	1	30	34	4	-1			
	8	1	30	119	47	-1			
	9	1	30	22	90	-1			
	9	1	30	33	78	-1			
	8	1	30	25	100	-1			
	16	1	30	29	80	-1			
	9	1	30	42	117	-1			
	10	1	30	14	107	-1			
	8	1	30	21	82	-1			
	10	1	30	22	65	-1			
	10	1	30	39	77	-1			
	10	1	30	29	66	-1			
	8	1	30	16	55	-1			
	8	1	30	35	55	-1			
	8	1	30	116	47	-1			
	8	1	30	122	46	-1			
	8	1	30	193	30	-1			
	5	1	30	120	75	-1			
	13	1	30	149	94	-1			
	5	1	30	81	58	-1			
	13	1	30	126	94	-1			
	5	1	30	71	53	-1			
	5	1	30	69	88	-1			
	16	1	30	86	105	-1			
	16	1	30	88	104	-1			
	5	1	30	98	111	-1			
	15	1	30	156	125	-1			
	17	1	30	165	171	-1			
	17	1	30	208	162	-1			
	17	1	30	220	161	-1			
	17	1	30	176	188	-1			
	17	1	30	168	150	-1			
	17	1	30	156	171	-1			
	17	1	30	176	161	-1			
	17	1	30	185	161	-1			
	17	1	30	181	171	-1			
	17	1	30	198	168	-1			
	17	1	30	190	172	-1			
	11	1	30	227	248	-1			
	11	1	30	181	246	-1			
	14	1	30	152	247	-1			
	17	1	30	128	232	-1			
	14	1	30	156	247	-1			
	12	1	30	193	224	-1			
	12	1	30	194	222	-1			
	12	1	30	194	221	-1			
	11	1	30	86	150	-1			
	11	1	30	98	145	-1			
	12	1	30	79	154	-1			
	12	1	30	78	189	-1			
	14	1	30	97	187	-1			
	14	1	30	105	208	-1			
	14	1	30	85	208	-1			
	14	1	30	84	220	-1			
	14	1	30	85	229	-1			
	12	1	30	100	198	-1			
	12	1	30	95	192	-1			
	12	1	30	90	187	-1			
	14	1	30	68	227	-1			
	14	1	30	61	238	-1			
	14	1	30	73	245	-1			
	12	1	30	73	241	-1			
	14	1	30	3	232	-1			
	14	1	30	3	219	-1			
	14	1	30	7	219	-1			
	14	1	30	17	211	-1			
	17	1	30	13	235	-1			
	17	1	30	27	236	-1			
	11	1	30	45	188	-1			
	11	1	30	53	188	-1			
	11	1	30	52	166	-1			
	11	1	30	62	154	-1			
	11	1	30	70	154	-1			
	11	1	30	77	152	-1			
	11	1	30	110	145	-1			
	11	1	30	119	146	-1			
	11	1	30	120	159	-1			
	11	1	30	111	188	-1			
	11	1	30	125	195	-1			
	11	1	30	135	196	-1			
	11	1	30	144	187	-1			
	11	1	30	125	218	-1			
	17	1	30	143	232	-1			
	17	1	30	50	211	-1			
	11	1	30	197	245	-1			
	11	1	30	247	211	-1			
	11	1	30	231	186	-1			
	11	1	30	223	187	-1			
	11	1	30	213	186	-1			
	11	1	30	209	175	-1			
	15	1	30	193	148	-1			
	15	1	30	188	145	-1			
	15	1	30	206	152	-1			
	15	1	30	212	151	-1			
	17	1	30	220	172	-1			
	17	1	30	247	168	-1			
	15	1	30	247	176	-1			
	17	1	30	52	222	-1			
	17	1	30	50	235	-1			
	17	1	30	38	234	-1			
	17	1	30	16	227	-1			
	17	1	30	25	220	-1			
	17	1	30	235	108	-1			
	17	1	30	228	105	-1			
	17	1	30	214	116	-1			
	11	1	30	183	128	-1			
	15	1	30	175	127	-1			
	15	1	30	175	118	-1			
	15	1	30	183	123	-1			
	5	1	30	87	114	-1			
	5	1	30	65	127	-1			
	15	1	30	68	125	-1			
	15	1	30	80	97	-1			
	5	1	30	70	76	-1			
	13	1	30	168	96	-1			
	13	1	30	196	100	-1			
	16	1	30	240	77	-1			
	16	1	30	247	77	-1			
	16	1	30	248	20	-1			
	16	1	30	244	9	-1			
	16	1	30	229	11	-1			
	8	1	30	205	24	-1			
	16	1	30	155	32	-1			
	16	1	30	137	33	-1			
	16	1	30	122	29	-1			
	9	1	30	118	11	-1			
	16	1	30	48	11	-1			
	9	1	30	38	23	-1			
	9	1	30	160	10	-1			
	9	1	30	194	18	-1			
	9	1	30	213	12	-1			
	9	1	30	221	14	-1			
	9	1	30	243	16	-1			
	9	1	30	233	66	-1			
	8	1	30	39	112	-1			
	8	1	30	26	111	-1			
	8	1	30	15	113	-1			
	8	1	30	12	97	-1			
	8	1	30	44	56	-1			
	10	1	30	41	88	-1			
	10	1	30	19	120	-1			
	10	1	30	37	98	-1			
	9	1	30	30	105	-1			
	9	1	30	27	53	-1			
	9	1	30	10	68	-1			
	9	1	30	33	90	-1			
	9	1	30	12	121	-1			
//보스									
//	18	1	30	43	111	-1			
//	18	1	30	8	123	-1			
//	18	1	30	7	56	-1			
	18	1	30	26	67	-1			
end									
									
//함정									
0									
	101	1	0	10	26	1			
	101	1	0	11	26	1			
	101	1	0	27	12	1			
	101	1	0	24	5	1			
	101	1	0	24	4	1			
	101	1	0	27	11	1			
	101	1	0	23	24	1			
	101	1	0	27	21	1			
	101	1	0	19	19	1			
	101	1	0	22	24	1			
	101	1	0	23	29	1			
	101	1	0	23	28	1			
	101	1	0	33	9	1			
	101	1	0	35	9	1			
	101	1	0	39	18	1			
	101	1	0	39	17	1			
	101	1	0	39	16	1			
	102	1	0	45	224	3			
	101	1	0	48	193	1			
	101	1	0	49	193	1			
	102	1	0	66	71	3			
	102	1	0	80	61	1			
	101	1	0	90	164	1			
	101	1	0	92	164	1			
	101	1	0	91	164	1			
	100	1	0	126	99	1			
	100	1	0	123	99	1			
	100	1	0	120	99	1			
	100	1	0	117	99	1			
	100	1	0	136	95	1			
	100	1	0	139	95	1			
	101	1	0	128	212	1			
	101	1	0	130	213	1			
	101	1	0	143	214	1			
	101	1	0	155	230	5			
	100	1	0	172	12	1			
	100	1	0	166	12	1			
	102	1	0	169	12	1			
	102	1	0	175	12	1			
	100	1	0	178	12	1			
	100	1	0	177	103	1			
	100	1	0	180	103	1			
	100	1	0	183	103	1			
	100	1	0	186	103	1			
	100	1	0	189	103	1			
	100	1	0	186	151	3			
	100	1	0	196	33	1			
	100	1	0	193	33	1			
	100	1	0	202	93	1			
	100	1	0	205	93	1			
	100	1	0	198	130	1			
	100	1	0	202	150	1			
	100	1	0	232	46	3			
	100	1	0	232	40	3			
	100	1	0	232	37	3			
	100	1	0	227	61	1			
	100	1	0	229	93	1			
	100	1	0	232	93	1			
end									
									
2									
//아틀란스_수정_정동일_오후 7:12:00 AM 2003-08-25									
	48	7	30	236	177	-1			
	51	7	30	212	96	-1			
	45	7	30	21	41	-1			
	45	7	30	23	33	-1			
	45	7	30	31	31	-1			
	45	7	30	39	23	-1			
	45	7	30	41	11	-1			
	45	7	30	21	48	-1			
	45	7	30	47	41	-1			
	45	7	30	39	63	-1			
	45	7	30	72	42	-1			
	45	7	30	23	56	-1			
	45	7	30	23	64	-1			
	45	7	30	35	70	-1			
	45	7	30	29	75	-1			
	45	7	30	62	21	-1			
	45	7	30	78	19	-1			
	45	7	30	67	36	-1			
	45	7	30	24	86	-1			
	45	7	30	48	57	-1			
	45	7	30	45	70	-1			
	45	7	30	19	125	-1			
	45	7	30	49	8	-1			
	45	7	30	46	20	-1			
	45	7	30	39	35	-1			
	45	7	30	37	50	-1			
	45	7	30	20	75	-1			
	45	7	30	63	44	-1			
	45	7	30	68	52	-1			
	45	7	30	49	64	-1			
	45	7	30	29	52	-1			
	46	7	30	46	21	-1			
	46	7	30	48	9	-1			
	46	7	30	50	65	-1			
	46	7	30	51	70	-1			
	46	7	30	80	33	-1			
	46	7	30	62	17	-1			
	46	7	30	61	11	-1			
	46	7	30	69	19	-1			
	46	7	30	75	15	-1			
	46	7	30	83	15	-1			
	46	7	30	84	21	-1			
	46	7	30	67	27	-1			
	46	7	30	59	34	-1			
	46	7	30	86	37	-1			
	46	7	30	78	44	-1			
	46	7	30	71	52	-1			
	46	7	30	65	59	-1			
	46	7	30	65	51	-1			
	46	7	30	55	44	-1			
	46	7	30	40	48	-1			
	46	7	30	31	53	-1			
	46	7	30	24	90	-1			
	46	7	30	21	100	-1			
	46	7	30	25	105	-1			
	46	7	30	30	110	-1			
	46	7	30	21	118	-1			
	46	7	30	38	117	-1			
	46	7	30	141	11	-1			
	46	7	30	127	17	-1			
	46	7	30	114	26	-1			
	46	7	30	107	18	-1			
	46	7	30	104	13	-1			
	46	7	30	115	12	-1			
	46	7	30	89	62	-1			
	46	7	30	75	76	-1			
	46	7	30	69	87	-1			
	46	7	30	50	93	-1			
	46	7	30	23	72	-1			
	46	7	30	78	23	-1			
	46	7	30	70	38	-1			
	46	7	30	55	25	-1			
	46	7	30	30	122	-1			
	46	7	30	17	126	-1			
	46	7	30	122	29	-1			
	46	7	30	108	40	-1			
	48	7	30	66	222	-1			
	48	7	30	63	218	-1			
	48	7	30	57	225	-1			
	48	7	30	171	162	-1			
	48	7	30	175	169	-1			
	48	7	30	178	174	-1			
	48	7	30	173	179	-1			
	48	7	30	171	187	-1			
	48	7	30	165	193	-1			
	48	7	30	159	198	-1			
	48	7	30	152	201	-1			
	48	7	30	144	201	-1			
	48	7	30	137	205	-1			
	48	7	30	124	206	-1			
	48	7	30	115	210	-1			
	48	7	30	104	211	-1			
	48	7	30	94	210	-1			
	48	7	30	87	214	-1			
	48	7	30	76	215	-1			
	48	7	30	47	224	-1			
	48	7	30	46	217	-1			
	48	7	30	29	226	-1			
	48	7	30	22	213	-1			
	48	7	30	24	204	-1			
	48	7	30	34	200	-1			
	48	7	30	35	209	-1			
	48	7	30	40	210	-1			
	48	7	30	45	205	-1			
	48	7	30	47	211	-1			
	48	7	30	37	232	-1			
	48	7	30	226	52	-1			
	48	7	30	22	230	-1			
	48	7	30	41	224	-1			
	48	7	30	82	215	-1			
	48	7	30	167	156	-1			
	48	7	30	177	146	-1			
	52	7	30	156	156	-1			
	52	7	30	162	149	-1			
	52	7	30	152	169	-1			
	52	7	30	72	128	-1			
	52	7	30	70	138	-1			
	52	7	30	61	147	-1			
	52	7	30	49	158	-1			
	52	7	30	33	169	-1			
	52	7	30	22	173	-1			
	52	7	30	55	181	-1			
	52	7	30	67	186	-1			
	52	7	30	73	180	-1			
	52	7	30	89	184	-1			
	52	7	30	101	183	-1			
	52	7	30	111	183	-1			
	52	7	30	122	178	-1			
	52	7	30	129	171	-1			
	52	7	30	138	167	-1			
	52	7	30	147	164	-1			
	52	7	30	170	145	-1			
	52	7	30	163	138	-1			
	52	7	30	53	220	-1			
	52	7	30	41	222	-1			
	52	7	30	29	231	-1			
	52	7	30	22	232	-1			
	52	7	30	27	209	-1			
	52	7	30	36	205	-1			
	52	7	30	109	211	-1			
	52	7	30	131	207	-1			
	52	7	30	155	196	-1			
	52	7	30	167	154	-1			
	52	7	30	177	19	-1			
	52	7	30	118	167	-1			
	52	7	30	111	175	-1			
	52	7	30	63	178	-1			
	52	7	30	162	141	-1			
	52	7	30	138	176	-1			
	47	7	30	41	109	-1			
	47	7	30	49	100	-1			
	47	7	30	54	89	-1			
	47	7	30	62	87	-1			
	47	7	30	71	82	-1			
	47	7	30	79	70	-1			
	47	7	30	85	64	-1			
	47	7	30	94	60	-1			
	47	7	30	101	50	-1			
	47	7	30	106	48	-1			
	47	7	30	112	45	-1			
	47	7	30	109	38	-1			
	47	7	30	118	37	-1			
	47	7	30	122	29	-1			
	47	7	30	119	20	-1			
	47	7	30	124	14	-1			
	47	7	30	133	14	-1			
	47	7	30	150	14	-1			
	47	7	30	161	11	-1			
	47	7	30	166	16	-1			
	47	7	30	171	18	-1			
	47	7	30	182	14	-1			
	47	7	30	190	24	-1			
	47	7	30	196	27	-1			
	47	7	30	200	17	-1			
	47	7	30	208	9	-1			
	47	7	30	218	47	-1			
	47	7	30	222	14	-1			
	47	7	30	117	74	-1			
	47	7	30	139	61	-1			
	47	7	30	152	61	-1			
	47	7	30	172	55	-1			
	47	7	30	189	56	-1			
	47	7	30	226	46	-1			
	47	7	30	240	11	-1			
	47	7	30	227	16	-1			
	47	7	30	152	22	-1			
	47	7	30	142	15	-1			
	47	7	30	128	22	-1			
	47	7	30	116	9	-1			
	47	7	30	113	27	-1			
	47	7	30	33	108	-1			
	47	7	30	35	118	-1			
	51	7	30	228	16	-1			
	51	7	30	237	17	-1			
	51	7	30	237	26	-1			
	51	7	30	238	40	-1			
	51	7	30	235	48	-1			
	51	7	30	251	51	-1			
	51	7	30	206	55	-1			
	51	7	30	200	49	-1			
	51	7	30	193	52	-1			
	51	7	30	184	52	-1			
	51	7	30	178	58	-1			
	51	7	30	170	61	-1			
	51	7	30	156	59	-1			
	51	7	30	144	63	-1			
	51	7	30	133	61	-1			
	51	7	30	133	70	-1			
	51	7	30	125	78	-1			
	51	7	30	118	85	-1			
	51	7	30	124	90	-1			
	51	7	30	116	98	-1			
	51	7	30	106	101	-1			
	51	7	30	99	108	-1			
	51	7	30	91	115	-1			
	51	7	30	81	123	-1			
	51	7	30	126	167	-1			
	51	7	30	111	174	-1			
	51	7	30	90	177	-1			
	51	7	30	76	180	-1			
	51	7	30	62	178	-1			
	51	7	30	42	178	-1			
	51	7	30	27	161	-1			
	51	7	30	42	152	-1			
	51	7	30	19	159	-1			
	51	7	30	62	140	-1			
	51	7	30	70	133	-1			
	51	7	30	168	54	-1			
	51	7	30	7	52	-1			
	51	7	30	225	45	-1			
	51	7	30	207	9	-1			
	51	7	30	154	69	-1			
	51	7	30	111	82	-1			
	51	7	30	81	116	-1			
	51	7	30	72	125	-1			
	51	7	30	122	66	-1			
//	49	7	30	19	230	-1			
//	49	7	30	24	227	-1			
	51	7	30	219	56	-1			
	51	7	30	215	65	-1			
	51	7	30	232	55	-1			
	51	7	30	231	64	-1			
	51	7	30	238	71	-1			
	51	7	30	229	74	-1			
	51	7	30	217	75	-1			
	51	7	30	225	81	-1			
	51	7	30	215	86	-1			
	51	7	30	223	89	-1			
	51	7	30	218	101	-1			
	51	7	30	232	95	-1			
	52	7	30	223	70	-1			
	52	7	30	211	59	-1			
	52	7	30	232	86	-1			
	52	7	30	208	104	-1			
	52	7	30	235	106	-1			
	52	7	30	224	108	-1			
	48	7	30	219	124	-1			
	51	7	30	225	117	-1			
	48	7	30	227	123	-1			
	48	7	30	219	133	-1			
	48	7	30	226	134	-1			
	52	7	30	224	142	-1			
	48	7	30	226	154	-1			
	48	7	30	221	150	-1			
	48	7	30	220	168	-1			
	48	7	30	232	166	-1			
	48	7	30	231	176	-1			
	48	7	30	217	197	-1			
	48	7	30	215	182	-1			
	49	7	30	211	192	-1			
//	49	7	30	229	203	-1			
	52	7	30	208	183	-1			
	52	7	30	215	174	-1			
	48	7	30	222	190	-1			
	48	7	30	229	190	-1			
	52	7	30	230	181	-1			
	52	7	30	226	161	-1			
	52	7	30	208	198	-1			
	48	7	30	232	206	-1			
	48	7	30	231	196	-1			
	48	7	30	223	202	-1			
	48	7	30	224	184	-1			
	48	7	30	230	171	-1			
	48	7	30	221	158	-1			
	48	7	30	233	124	-1			
	48	7	30	232	102	-1			
	52	7	30	200	103	-1			
	52	7	30	192	101	-1			
	52	7	30	179	92	-1			
	52	7	30	187	94	-1			
	52	7	30	177	101	-1			
	52	7	30	166	117	-1			
	52	7	30	159	112	-1			
	52	7	30	156	122	-1			
	52	7	30	173	109	-1			
	52	7	30	167	107	-1			
	52	7	30	150	120	-1			
	52	7	30	142	125	-1			
	51	7	30	136	129	-1			
	52	7	30	129	130	-1			
	52	7	30	117	130	-1			
	52	7	30	121	135	-1			
	52	7	30	144	109	-1			
	52	7	30	122	144	-1			
	52	7	30	112	137	-1			
	52	7	30	101	147	-1			
	52	7	30	97	142	-1			
	52	7	30	144	132	-1			
	52	7	30	93	136	-1			
	52	7	30	90	148	-1			
	52	7	30	124	125	-1			
	52	7	30	87	132	-1			
	52	7	30	86	140	-1			
	52	7	30	78	145	-1			
	52	7	30	79	136	-1			
	52	7	30	67	147	-1			
	52	7	30	71	140	-1			
	52	7	30	105	137	-1			
	51	7	30	83	155	-1			
	52	7	30	81	164	-1			
	52	7	30	70	168	-1			
	52	7	30	76	174	-1			
	52	7	30	85	185	-1			
	52	7	30	87	175	-1			
	51	7	30	65	187	-1			
	51	7	30	64	159	-1			
	51	7	30	186	99	-1			
	51	7	30	185	90	-1			
	51	7	30	147	114	-1			
	51	7	30	84	170	-1			
end									
2									
	48	7	30	15	234	-1			
	48	7	30	20	237	-1			
	48	7	30	34	237	-1			
	48	7	30	47	231	-1			
	48	7	30	54	232	-1			
	48	7	30	20	218	-1			
	48	7	30	34	176	-1			
end									
									
// ------------------------------------------------------------									
// 칼리마_정동일_오후 6:40 2005-07-22									
// ------------------------------------------------------------									
									
//type	mapnumber	distance	x	y	dir	total			
//칼리마1									
0									
//추가 상점 NPC									
	259	24	0	7	19	2	//신관 레이라		
end									
2									
	147	24	30	30	75	-1			
	147	24	30	35	21	-1			
	147	24	30	28	17	-1			
	147	24	30	36	11	-1			
	147	24	30	51	11	-1			
	147	24	30	42	12	-1			
	147	24	30	45	22	-1			
	147	24	30	52	24	-1			
	147	24	30	53	17	-1			
	147	24	30	60	9	-1			
	148	24	30	67	22	-1			
	147	24	30	60	22	-1			
	148	24	30	69	9	-1			
	148	24	30	74	14	-1			
	148	24	30	82	8	-1			
	148	24	30	81	19	-1			
	148	24	30	86	13	-1			
	148	24	30	92	6	-1			
	148	24	30	96	16	-1			
	148	24	30	99	9	-1			
	148	24	30	109	19	-1			
	146	24	30	110	9	-1			
	146	24	30	118	17	-1			
	146	24	30	110	35	-1			
	146	24	30	121	27	-1			
	146	24	30	119	35	-1			
	146	24	30	114	44	-1			
	144	24	30	120	50	-1			
	144	24	30	105	54	-1			
	144	24	30	119	57	-1			
	144	24	30	110	65	-1			
	144	24	30	121	67	-1			
	146	24	30	108	28	-1			
	144	24	30	111	72	-1			
	144	24	30	105	86	-1			
	149	24	30	118	84	-1			
	144	24	30	118	95	-1			
	149	24	30	104	101	-1			
	149	24	30	115	106	-1			
	149	24	30	93	96	-1			
	149	24	30	93	84	-1			
	149	24	30	82	85	-1			
	149	24	30	82	77	-1			
	149	24	30	74	76	-1			
	145	24	30	87	90	-1			
	145	24	30	68	77	-1			
	145	24	30	63	72	-1			
	145	24	30	58	78	-1			
	144	24	30	120	75	-1			
	145	24	30	57	71	-1			
	160	24	30	32	50	-1			
	160	24	30	42	51	-1			
	160	24	30	38	58	-1			
	160	24	30	29	65	-1			
	160	24	30	46	66	-1			
	160	24	30	42	97	-1			
	160	24	30	37	109	-1			
	160	24	30	47	107	-1			
	160	24	30	53	93	-1			
	160	24	30	35	87	-1			
	161	24	30	26	76	-1			
end									
									
//칼리마2									
0									
//추가 상점 NPC									
	259	25	0	7	19	2	//신관 레이라		
end									
2									
	177	25	30	30	75	-1			
	177	25	30	35	21	-1			
	177	25	30	28	17	-1			
	177	25	30	36	11	-1			
	177	25	30	51	11	-1			
	177	25	30	42	12	-1			
	177	25	30	45	22	-1			
	177	25	30	52	24	-1			
	177	25	30	53	17	-1			
	177	25	30	60	9	-1			
	178	25	30	67	22	-1			
	177	25	30	60	22	-1			
	178	25	30	69	9	-1			
	178	25	30	74	14	-1			
	178	25	30	82	8	-1			
	178	25	30	81	19	-1			
	178	25	30	86	13	-1			
	178	25	30	92	6	-1			
	178	25	30	96	16	-1			
	178	25	30	99	9	-1			
	178	25	30	109	19	-1			
	176	25	30	110	9	-1			
	176	25	30	118	17	-1			
	176	25	30	110	35	-1			
	176	25	30	121	27	-1			
	176	25	30	119	35	-1			
	176	25	30	114	44	-1			
	174	25	30	120	50	-1			
	174	25	30	105	54	-1			
	174	25	30	119	57	-1			
	174	25	30	110	65	-1			
	174	25	30	121	67	-1			
	176	25	30	108	28	-1			
	174	25	30	111	72	-1			
	174	25	30	105	86	-1			
	179	25	30	118	84	-1			
	174	25	30	118	95	-1			
	179	25	30	104	101	-1			
	179	25	30	115	106	-1			
	179	25	30	93	96	-1			
	179	25	30	93	84	-1			
	179	25	30	82	85	-1			
	179	25	30	82	77	-1			
	179	25	30	74	76	-1			
	175	25	30	87	90	-1			
	175	25	30	68	77	-1			
	175	25	30	63	72	-1			
	175	25	30	58	78	-1			
	174	25	30	120	75	-1			
	175	25	30	57	71	-1			
	180	25	30	32	50	-1			
	180	25	30	42	51	-1			
	180	25	30	38	58	-1			
	180	25	30	29	65	-1			
	180	25	30	46	66	-1			
	180	25	30	42	97	-1			
	180	25	30	37	109	-1			
	180	25	30	47	107	-1			
	180	25	30	53	93	-1			
	180	25	30	35	87	-1			
	181	25	30	26	76	-1			
end									
									
//칼리마3									
0									
//추가 상점 NPC									
	259	26	0	7	19	2	//신관 레이라		
end									
2									
	185	26	30	30	75	-1			
	185	26	30	35	21	-1			
	185	26	30	28	17	-1			
	185	26	30	36	11	-1			
	185	26	30	51	11	-1			
	185	26	30	42	12	-1			
	185	26	30	45	22	-1			
	185	26	30	52	24	-1			
	185	26	30	53	17	-1			
	185	26	30	60	9	-1			
	186	26	30	67	22	-1			
	185	26	30	60	22	-1			
	186	26	30	69	9	-1			
	186	26	30	74	14	-1			
	186	26	30	82	8	-1			
	186	26	30	81	19	-1			
	186	26	30	86	13	-1			
	186	26	30	92	6	-1			
	186	26	30	96	16	-1			
	186	26	30	99	9	-1			
	186	26	30	109	19	-1			
	184	26	30	110	9	-1			
	184	26	30	118	17	-1			
