//////////////////////////////////////////////////////////////////////////////////////												
// [칼리마7]	EachMonsterBag36											
// [ Start  ] 	2015-03-20											
// [ Latest ]	2015-03-20 17:26											
// [ Author ]	박혜진											
// [ Version ]	0.0.0.1											
// [ Text ]												
// [ Desc ]	맵에 출현하는 몬스터 별로 드롭하는 아이템 리스트를 작성하는 스크립트											
//////////////////////////////////////////////////////////////////////////////////////												
												
//사냥 마리 수	32400											
												
//*신규 액세서리	몬스터 속성											
//* 수호보석												
//몬스터 인덱스		아이템 타입	아이템 인덱스	최소레벨	최대레벨	개수	스킬	행운	추가옵션	엑설런트 	속성 아이템	확률 (1/1000000)
336	-1	5	18	0	0	0	0	2	0	1	0	2
336	-1	2	11	0	0	0	0	2	0	1	0	2
336	-1	8	18	0	0	0	0	2	0	1	0	2
336	-1	8	42	0	0	0	0	2	0	1	0	2
336	-1	8	19	0	0	0	0	2	0	1	0	2
336	-1	9	19	0	0	0	0	2	0	1	0	2
336	-1	8	27	0	0	0	0	2	0	1	0	2
336	-1	9	27	0	0	0	0	2	0	1	0	2
336	-1	8	16	0	0	0	0	2	0	1	0	2
336	-1	7	94	0	0	0	0	2	0	1	0	2
336	-1	8	94	0	0	0	0	2	0	1	0	2
336	-1	9	94	0	0	0	0	2	0	1	0	2
336	-1	7	95	0	0	0	0	2	0	1	0	2
336	-1	8	95	0	0	0	0	2	0	1	0	2
336	-1	9	95	0	0	0	0	2	0	1	0	2
336	-1	7	61	0	0	0	0	2	0	1	0	2
336	-1	8	61	0	0	0	0	2	0	1	0	2
336	-1	9	61	0	0	0	0	2	0	1	0	2
336	-1	7	17	0	0	0	0	2	0	1	0	2
336	-1	8	17	0	0	0	0	2	0	1	0	2
336	-1	9	17	0	0	0	0	2	0	1	0	2
336	-1	11	17	0	0	0	0	2	0	1	0	2
336	-1	10	22	0	0	0	0	2	0	1	0	2
336	-1	11	22	0	0	0	0	2	0	1	0	2
336	-1	10	20	0	0	0	0	2	0	1	0	2
336	-1	9	20	0	0	0	0	2	0	1	0	2
336	-1	11	20	0	0	0	0	2	0	1	0	2
336	-1	10	28	0	0	0	0	2	0	1	0	2
336	-1	11	28	0	0	0	0	2	0	1	0	2
336	-1	8	37	0	0	0	0	2	0	1	0	2
336	-1	10	37	0	0	0	0	2	0	1	0	2
336	-1	9	37	0	0	0	0	2	0	1	0	2
336	-1	11	37	0	0	0	0	2	0	1	0	2
336	-1	7	38	0	0	0	0	2	0	1	0	2
336	-1	8	38	0	0	0	0	2	0	1	0	2
336	-1	10	38	0	0	0	0	2	0	1	0	2
336	-1	9	38	0	0	0	0	2	0	1	0	2
336	-1	11	38	0	0	0	0	2	0	1	0	2
336	-1	10	23	0	0	0	0	2	0	1	0	2
336	-1	7	24	0	0	0	0	2	0	1	0	2
336	-1	9	24	0	0	0	0	2	0	1	0	2
336	-1	7	21	0	0	0	0	2	0	1	0	2
336	-1	11	21	0	0	0	0	2	0	1	0	2
336	-1	10	21	0	0	0	0	2	0	1	0	2
336	-1	13	171	0	0	0	0	0	0	1	0	1
336	-1	13	172	0	0	0	0	0	0	1	0	1
//슈리커7 135												
337	-1	4	20	0	0	0	2	2	0	0	0	39410
337	-1	8	21	0	0	0	0	2	0	0	0	39410
337	-1	8	23	0	0	0	0	2	0	0	0	39410
337	-1	9	23	0	0	0	0	2	0	0	0	39410
337	-1	8	28	0	0	0	0	2	0	0	0	39410
337	-1	8	22	0	0	0	0	2	0	0	0	39410
337	-1	9	22	0	0	0	0	2	0	0	0	39410
337	-1	14	31	0	0	0	0	0	0	0	0	2000
//슈리커7 엑설런트												
337	-1	4	17	0	0	0	0	2	0	1	0	3
337	-1	4	22	0	0	0	0	2	0	1	0	3
337	-1	4	19	0	0	0	0	2	0	1	0	3
337	-1	0	31	0	0	0	0	2	0	1	0	3
337	-1	0	17	0	0	0	0	2	0	1	0	3
337	-1	0	18	0	0	0	0	2	0	1	0	3
337	-1	0	34	0	0	0	0	2	0	1	0	3
337	-1	3	10	0	0	0	0	2	0	1	0	3
337	-1	5	9	0	0	0	0	2	0	1	0	3
337	-1	5	13	0	0	0	0	2	0	1	0	3
337	-1	5	18	0	0	0	0	2	0	1	0	3
337	-1	2	11	0	0	0	0	2	0	1	0	3
337	-1	2	15	0	0	0	0	2	0	1	0	3
337	-1	8	19	0	0	0	0	2	0	1	0	3
337	-1	8	27	0	0	0	0	2	0	1	0	3
337	-1	9	27	0	0	0	0	2	0	1	0	3
337	-1	8	94	0	0	0	0	2	0	1	0	3
337	-1	9	94	0	0	0	0	2	0	1	0	3
337	-1	8	95	0	0	0	0	2	0	1	0	3
337	-1	9	95	0	0	0	0	2	0	1	0	3
337	-1	8	61	0	0	0	0	2	0	1	0	3
337	-1	9	61	0	0	0	0	2	0	1	0	3
337	-1	7	17	0	0	0	0	2	0	1	0	3
337	-1	8	17	0	0	0	0	2	0	1	0	3
337	-1	9	17	0	0	0	0	2	0	1	0	3
337	-1	11	17	0	0	0	0	2	0	1	0	3
337	-1	7	22	0	0	0	0	2	0	1	0	3
337	-1	11	22	0	0	0	0	2	0	1	0	3
337	-1	8	20	0	0	0	0	2	0	1	0	3
337	-1	9	20	0	0	0	0	2	0	1	0	3
337	-1	11	20	0	0	0	0	2	0	1	0	3
337	-1	7	28	0	0	0	0	2	0	1	0	3
337	-1	9	28	0	0	0	0	2	0	1	0	3
337	-1	11	28	0	0	0	0	2	0	1	0	3
337	-1	8	37	0	0	0	0	2	0	1	0	3
337	-1	9	37	0	0	0	0	2	0	1	0	3
337	-1	11	37	0	0	0	0	2	0	1	0	3
337	-1	7	38	0	0	0	0	2	0	1	0	3
337	-1	8	38	0	0	0	0	2	0	1	0	3
337	-1	9	38	0	0	0	0	2	0	1	0	3
337	-1	11	38	0	0	0	0	2	0	1	0	3
337	-1	10	23	0	0	0	0	2	0	1	0	3
337	-1	11	23	0	0	0	0	2	0	1	0	3
337	-1	7	24	0	0	0	0	2	0	1	0	3
337	-1	8	24	0	0	0	0	2	0	1	0	3
337	-1	9	24	0	0	0	0	2	0	1	0	3
337	-1	7	21	0	0	0	0	2	0	1	0	3
337	-1	13	171	0	0	0	0	0	0	1	0	1
337	-1	13	172	0	0	0	0	0	0	1	0	1
end												
