//////////////////////////////////////////////////////////////////////////////////////													
// [악마의광장 1~4]	EachMonsterBag9												
// [ Start  ] 	2015-03-20												
// [ Latest ]	2015-03-20 17:26												
// [ Author ]	박혜진												
// [ Version ]	0.0.0.1												
// [ Text ]													
// [ Desc ]	맵에 출현하는 몬스터 별로 드롭하는 아이템 리스트를 작성하는 스크립트												
//////////////////////////////////////////////////////////////////////////////////////													
//참여 횟수	6												
//사냥 수	300												
//참여 횟수*사냥 수	1800												
//몬스터 인덱스	몬스터 속성	아이템 타입	아이템 인덱스	최소레벨	최대레벨	개수	스킬	행운	추가옵션	엑설런트 	속성 아이템	확률 (1/1000000)	아이템 명
//악마의광장 1 (50 ~ 179)													
//싸이크롭스													
37	-1	5	16	0	0	0	0	2	0	1	0	20	//레드윙스틱
37	-1	2	8	0	0	0	0	2	0	1	0	20	//배틀셉터
37	-1	6	9	0	0	0	0	2	0	1	0	20	//철판방패
37	-1	6	7	0	0	0	0	2	0	1	0	20	//스파이크방패
37	-1	7	8	0	0	0	0	2	0	1	0	20	//황동헬멧
37	-1	8	8	0	0	0	0	2	0	1	0	20	//황동갑옷
37	-1	10	8	0	0	0	0	2	0	1	0	20	//황동장갑
37	-1	9	8	0	0	0	0	2	0	1	0	20	//황동바지
37	-1	11	8	0	0	0	0	2	0	1	0	20	//황동부츠
37	-1	7	9	0	0	0	0	2	0	1	0	20	//철판헬멧
37	-1	8	9	0	0	0	0	2	0	1	0	20	//철판갑옷
37	-1	10	9	0	0	0	0	2	0	1	0	20	//철판장갑
37	-1	9	9	0	0	0	0	2	0	1	0	20	//철판바지
37	-1	11	9	0	0	0	0	2	0	1	0	20	//철판부츠
37	-1	7	25	0	0	0	0	2	0	1	0	20	//라운드마스크
37	-1	8	25	0	0	0	0	2	0	1	0	20	//라운드갑옷
37	-1	10	25	0	0	0	0	2	0	1	0	20	//라운드장갑
37	-1	9	25	0	0	0	0	2	0	1	0	20	//라운드바지
37	-1	11	25	0	0	0	0	2	0	1	0	20	//라운드부츠
37	-1	7	40	0	0	0	0	2	0	1	0	20	//레드윙헬멧
37	-1	8	40	0	0	0	0	2	0	1	0	20	//레드윙갑옷
37	-1	10	40	0	0	0	0	2	0	1	0	20	//레드윙장갑
37	-1	9	40	0	0	0	0	2	0	1	0	20	//레드윙바지
37	-1	11	40	0	0	0	0	2	0	1	0	20	//레드윙부츠
37	-1	7	13	0	0	0	0	2	0	1	0	20	//정령헬멧
37	-1	8	13	0	0	0	0	2	0	1	0	20	//정령갑옷
37	-1	10	13	0	0	0	0	2	0	1	0	20	//정령장갑
37	-1	9	13	0	0	0	0	2	0	1	0	20	//정령바지
37	-1	11	13	0	0	0	0	2	0	1	0	20	//정령부츠
37	-1	7	7	0	0	0	0	2	0	1	0	20	//스핑크스마스크
37	-1	8	7	0	0	0	0	2	0	1	0	20	//스핑크스갑옷
37	-1	10	7	0	0	0	0	2	0	1	0	20	//스핑크스장갑
37	-1	9	7	0	0	0	0	2	0	1	0	20	//스핑크스바지
37	-1	11	7	0	0	0	0	2	0	1	0	20	//스핑크스부츠
37	-1	7	91	0	0	0	0	2	0	1	0	20	//로우버스트헬멧
37	-1	8	91	0	0	0	0	2	0	1	0	20	//로우버스트갑옷
37	-1	10	91	0	0	0	0	2	0	1	0	20	//로우버스트장갑
37	-1	9	91	0	0	0	0	2	0	1	0	20	//로우버스트바지
37	-1	11	91	0	0	0	0	2	0	1	0	20	//로우버스트부츠
//데스고르곤													
35	-1	1	4	0	0	0	0	2	0	1	0	20	//요정도끼
35	-1	1	5	0	0	0	0	2	0	1	0	20	//전투도끼
35	-1	4	11	0	0	0	0	2	0	1	0	20	//빛의석궁
35	-1	0	8	0	0	0	0	2	0	1	0	20	//서펜트볼그
35	-1	0	9	0	0	0	0	2	0	1	0	20	//셀러멘더검
35	-1	0	5	0	0	0	0	2	0	1	0	20	//블레이드
35	-1	0	10	0	0	0	0	2	0	1	0	20	//빛의검
35	-1	3	1	0	0	0	0	2	0	1	0	20	//창
35	-1	3	3	0	0	0	0	2	0	1	0	20	//큰삼지창
35	-1	3	13	0	0	0	0	2	0	1	0	20	//라피드랜스
35	-1	5	3	0	0	0	0	2	0	1	0	20	//번개지팡이
35	-1	5	16	0	0	0	0	2	0	1	0	20	//레드윙스틱
35	-1	2	8	0	0	0	0	2	0	1	0	20	//배틀셉터
35	-1	6	9	0	0	0	0	2	0	1	0	20	//철판방패
35	-1	6	7	0	0	0	0	2	0	1	0	20	//스파이크방패
35	-1	7	8	0	0	0	0	2	0	1	0	20	//황동헬멧
35	-1	8	8	0	0	0	0	2	0	1	0	20	//황동갑옷
35	-1	10	8	0	0	0	0	2	0	1	0	20	//황동장갑
35	-1	9	8	0	0	0	0	2	0	1	0	20	//황동바지
35	-1	11	8	0	0	0	0	2	0	1	0	20	//황동부츠
35	-1	7	9	0	0	0	0	2	0	1	0	20	//철판헬멧
35	-1	8	9	0	0	0	0	2	0	1	0	20	//철판갑옷
35	-1	10	9	0	0	0	0	2	0	1	0	20	//철판장갑
35	-1	9	9	0	0	0	0	2	0	1	0	20	//철판바지
35	-1	11	9	0	0	0	0	2	0	1	0	20	//철판부츠
35	-1	7	25	0	0	0	0	2	0	1	0	20	//라운드마스크
35	-1	8	25	0	0	0	0	2	0	1	0	20	//라운드갑옷
35	-1	10	25	0	0	0	0	2	0	1	0	20	//라운드장갑
35	-1	9	25	0	0	0	0	2	0	1	0	20	//라운드바지
35	-1	11	25	0	0	0	0	2	0	1	0	20	//라운드부츠
35	-1	7	40	0	0	0	0	2	0	1	0	20	//레드윙헬멧
35	-1	8	40	0	0	0	0	2	0	1	0	20	//레드윙갑옷
35	-1	10	40	0	0	0	0	2	0	1	0	20	//레드윙장갑
35	-1	9	40	0	0	0	0	2	0	1	0	20	//레드윙바지
35	-1	11	40	0	0	0	0	2	0	1	0	20	//레드윙부츠
35	-1	7	13	0	0	0	0	2	0	1	0	20	//정령헬멧
35	-1	8	13	0	0	0	0	2	0	1	0	20	//정령갑옷
35	-1	10	13	0	0	0	0	2	0	1	0	20	//정령장갑
35	-1	9	13	0	0	0	0	2	0	1	0	20	//정령바지
35	-1	11	13	0	0	0	0	2	0	1	0	20	//정령부츠
35	-1	7	7	0	0	0	0	2	0	1	0	20	//스핑크스마스크
35	-1	8	7	0	0	0	0	2	0	1	0	20	//스핑크스갑옷
35	-1	10	7	0	0	0	0	2	0	1	0	20	//스핑크스장갑
35	-1	9	7	0	0	0	0	2	0	1	0	20	//스핑크스바지
35	-1	11	7	0	0	0	0	2	0	1	0	20	//스핑크스부츠
35	-1	7	91	0	0	0	0	2	0	1	0	20	//로우버스트헬멧
35	-1	8	91	0	0	0	0	2	0	1	0	20	//로우버스트갑옷
35	-1	10	91	0	0	0	0	2	0	1	0	20	//로우버스트장갑
35	-1	9	91	0	0	0	0	2	0	1	0	20	//로우버스트바지
35	-1	11	91	0	0	0	0	2	0	1	0	20	//로우버스트부츠
//슈리커													
180	-1	1	4	0	0	0	0	2	0	1	0	30	//요정도끼
180	-1	1	5	0	0	0	0	2	0	1	0	30	//전투도끼
180	-1	4	11	0	0	0	0	2	0	1	0	30	//빛의석궁
180	-1	0	8	0	0	0	0	2	0	1	0	30	//서펜트볼그
180	-1	0	9	0	0	0	0	2	0	1	0	30	//셀러멘더검
180	-1	0	5	0	0	0	0	2	0	1	0	30	//블레이드
180	-1	0	10	0	0	0	0	2	0	1	0	30	//빛의검
180	-1	3	1	0	0	0	0	2	0	1	0	30	//창
180	-1	3	3	0	0	0	0	2	0	1	0	30	//큰삼지창
180	-1	3	13	0	0	0	0	2	0	1	0	30	//라피드랜스
180	-1	5	3	0	0	0	0	2	0	1	0	30	//번개지팡이
180	-1	5	16	0	0	0	0	2	0	1	0	30	//레드윙스틱
180	-1	2	8	0	0	0	0	2	0	1	0	30	//배틀셉터
180	-1	6	9	0	0	0	0	2	0	1	0	30	//철판방패
180	-1	6	7	0	0	0	0	2	0	1	0	30	//스파이크방패
180	-1	7	8	0	0	0	0	2	0	1	0	30	//황동헬멧
180	-1	8	8	0	0	0	0	2	0	1	0	30	//황동갑옷
180	-1	10	8	0	0	0	0	2	0	1	0	30	//황동장갑
180	-1	9	8	0	0	0	0	2	0	1	0	30	//황동바지
180	-1	11	8	0	0	0	0	2	0	1	0	30	//황동부츠
180	-1	7	9	0	0	0	0	2	0	1	0	30	//철판헬멧
180	-1	8	9	0	0	0	0	2	0	1	0	30	//철판갑옷
180	-1	10	9	0	0	0	0	2	0	1	0	30	//철판장갑
180	-1	9	9	0	0	0	0	2	0	1	0	30	//철판바지
180	-1	11	9	0	0	0	0	2	0	1	0	30	//철판부츠
180	-1	7	25	0	0	0	0	2	0	1	0	30	//라운드마스크
180	-1	8	25	0	0	0	0	2	0	1	0	30	//라운드갑옷
180	-1	10	25	0	0	0	0	2	0	1	0	30	//라운드장갑
180	-1	9	25	0	0	0	0	2	0	1	0	30	//라운드바지
180	-1	11	25	0	0	0	0	2	0	1	0	30	//라운드부츠
180	-1	7	40	0	0	0	0	2	0	1	0	30	//레드윙헬멧
180	-1	8	40	0	0	0	0	2	0	1	0	30	//레드윙갑옷
180	-1	10	40	0	0	0	0	2	0	1	0	30	//레드윙장갑
180	-1	9	40	0	0	0	0	2	0	1	0	30	//레드윙바지
180	-1	11	40	0	0	0	0	2	0	1	0	30	//레드윙부츠
180	-1	7	13	0	0	0	0	2	0	1	0	30	//정령헬멧
180	-1	8	13	0	0	0	0	2	0	1	0	30	//정령갑옷
180	-1	10	13	0	0	0	0	2	0	1	0	30	//정령장갑
180	-1	9	13	0	0	0	0	2	0	1	0	30	//정령바지
180	-1	11	13	0	0	0	0	2	0	1	0	30	//정령부츠
180	-1	7	7	0	0	0	0	2	0	1	0	30	//스핑크스마스크
180	-1	8	7	0	0	0	0	2	0	1	0	30	//스핑크스갑옷
180	-1	10	7	0	0	0	0	2	0	1	0	30	//스핑크스장갑
180	-1	9	7	0	0	0	0	2	0	1	0	30	//스핑크스바지
180	-1	11	7	0	0	0	0	2	0	1	0	30	//스핑크스부츠
180	-1	7	91	0	0	0	0	2	0	1	0	30	//로우버스트헬멧
180	-1	8	91	0	0	0	0	2	0	1	0	30	//로우버스트갑옷
180	-1	10	91	0	0	0	0	2	0	1	0	30	//로우버스트장갑
180	-1	9	91	0	0	0	0	2	0	1	0	30	//로우버스트바지
180	-1	11	91	0	0	0	0	2	0	1	0	30	//로우버스트부츠
//오크궁수													
64	-1	1	4	0	0	0	0	2	0	1	0	40	//요정도끼
64	-1	1	5	0	0	0	0	2	0	1	0	40	//전투도끼
64	-1	4	11	0	0	0	0	2	0	1	0	40	//빛의석궁
64	-1	0	8	0	0	0	0	2	0	1	0	40	//서펜트볼그
64	-1	0	9	0	0	0	0	2	0	1	0	40	//셀러멘더검
64	-1	0	5	0	0	0	0	2	0	1	0	40	//블레이드
64	-1	0	10	0	0	0	0	2	0	1	0	40	//빛의검
64	-1	3	1	0	0	0	0	2	0	1	0	40	//창
64	-1	3	3	0	0	0	0	2	0	1	0	40	//큰삼지창
64	-1	3	13	0	0	0	0	2	0	1	0	40	//라피드랜스
64	-1	5	3	0	0	0	0	2	0	1	0	40	//번개지팡이
64	-1	5	16	0	0	0	0	2	0	1	0	40	//레드윙스틱
64	-1	2	8	0	0	0	0	2	0	1	0	40	//배틀셉터
64	-1	6	9	0	0	0	0	2	0	1	0	40	//철판방패
64	-1	6	7	0	0	0	0	2	0	1	0	40	//스파이크방패
64	-1	7	8	0	0	0	0	2	0	1	0	40	//황동헬멧
64	-1	8	8	0	0	0	0	2	0	1	0	40	//황동갑옷
64	-1	10	8	0	0	0	0	2	0	1	0	40	//황동장갑
64	-1	9	8	0	0	0	0	2	0	1	0	40	//황동바지
64	-1	11	8	0	0	0	0	2	0	1	0	40	//황동부츠
64	-1	7	9	0	0	0	0	2	0	1	0	40	//철판헬멧
64	-1	8	9	0	0	0	0	2	0	1	0	40	//철판갑옷
64	-1	10	9	0	0	0	0	2	0	1	0	40	//철판장갑
64	-1	9	9	0	0	0	0	2	0	1	0	40	//철판바지
64	-1	11	9	0	0	0	0	2	0	1	0	40	//철판부츠
64	-1	7	25	0	0	0	0	2	0	1	0	40	//라운드마스크
64	-1	8	25	0	0	0	0	2	0	1	0	40	//라운드갑옷
64	-1	10	25	0	0	0	0	2	0	1	0	40	//라운드장갑
64	-1	9	25	0	0	0	0	2	0	1	0	40	//라운드바지
64	-1	11	25	0	0	0	0	2	0	1	0	40	//라운드부츠
64	-1	7	40	0	0	0	0	2	0	1	0	40	//레드윙헬멧
64	-1	8	40	0	0	0	0	2	0	1	0	40	//레드윙갑옷
64	-1	10	40	0	0	0	0	2	0	1	0	40	//레드윙장갑
64	-1	9	40	0	0	0	0	2	0	1	0	40	//레드윙바지
64	-1	11	40	0	0	0	0	2	0	1	0	40	//레드윙부츠
64	-1	7	13	0	0	0	0	2	0	1	0	40	//정령헬멧
64	-1	8	13	0	0	0	0	2	0	1	0	40	//정령갑옷
64	-1	10	13	0	0	0	0	2	0	1	0	40	//정령장갑
64	-1	9	13	0	0	0	0	2	0	1	0	40	//정령바지
64	-1	11	13	0	0	0	0	2	0	1	0	40	//정령부츠
64	-1	7	7	0	0	0	0	2	0	1	0	40	//스핑크스마스크
64	-1	8	7	0	0	0	0	2	0	1	0	40	//스핑크스갑옷
64	-1	10	7	0	0	0	0	2	0	1	0	40	//스핑크스장갑
64	-1	9	7	0	0	0	0	2	0	1	0	40	//스핑크스바지
64	-1	11	7	0	0	0	0	2	0	1	0	40	//스핑크스부츠
64	-1	7	91	0	0	0	0	2	0	1	0	40	//로우버스트헬멧
64	-1	8	91	0	0	0	0	2	0	1	0	40	//로우버스트갑옷
64	-1	10	91	0	0	0	0	2	0	1	0	40	//로우버스트장갑
64	-1	9	91	0	0	0	0	2	0	1	0	40	//로우버스트바지
64	-1	11	91	0	0	0	0	2	0	1	0	40	//로우버스트부츠
//오크대장													
65	-1	1	4	0	0	0	0	2	0	1	0	40	//요정도끼
65	-1	1	5	0	0	0	0	2	0	1	0	40	//전투도끼
65	-1	4	11	0	0	0	0	2	0	1	0	40	//빛의석궁
65	-1	0	8	0	0	0	0	2	0	1	0	40	//서펜트볼그
65	-1	0	9	0	0	0	0	2	0	1	0	40	//셀러멘더검
65	-1	0	5	0	0	0	0	2	0	1	0	40	//블레이드
65	-1	0	10	0	0	0	0	2	0	1	0	40	//빛의검
65	-1	3	1	0	0	0	0	2	0	1	0	40	//창
65	-1	3	3	0	0	0	0	2	0	1	0	40	//큰삼지창
65	-1	3	13	0	0	0	0	2	0	1	0	40	//라피드랜스
65	-1	5	3	0	0	0	0	2	0	1	0	40	//번개지팡이
65	-1	5	16	0	0	0	0	2	0	1	0	40	//레드윙스틱
65	-1	2	8	0	0	0	0	2	0	1	0	40	//배틀셉터
65	-1	6	9	0	0	0	0	2	0	1	0	40	//철판방패
65	-1	6	7	0	0	0	0	2	0	1	0	40	//스파이크방패
65	-1	7	8	0	0	0	0	2	0	1	0	40	//황동헬멧
65	-1	8	8	0	0	0	0	2	0	1	0	40	//황동갑옷
65	-1	10	8	0	0	0	0	2	0	1	0	40	//황동장갑
65	-1	9	8	0	0	0	0	2	0	1	0	40	//황동바지
65	-1	11	8	0	0	0	0	2	0	1	0	40	//황동부츠
65	-1	7	9	0	0	0	0	2	0	1	0	40	//철판헬멧
65	-1	8	9	0	0	0	0	2	0	1	0	40	//철판갑옷
65	-1	10	9	0	0	0	0	2	0	1	0	40	//철판장갑
65	-1	9	9	0	0	0	0	2	0	1	0	40	//철판바지
65	-1	11	9	0	0	0	0	2	0	1	0	40	//철판부츠
65	-1	7	25	0	0	0	0	2	0	1	0	40	//라운드마스크
65	-1	8	25	0	0	0	0	2	0	1	0	40	//라운드갑옷
65	-1	10	25	0	0	0	0	2	0	1	0	40	//라운드장갑
65	-1	9	25	0	0	0	0	2	0	1	0	40	//라운드바지
65	-1	11	25	0	0	0	0	2	0	1	0	40	//라운드부츠
65	-1	7	40	0	0	0	0	2	0	1	0	40	//레드윙헬멧
65	-1	8	40	0	0	0	0	2	0	1	0	40	//레드윙갑옷
65	-1	10	40	0	0	0	0	2	0	1	0	40	//레드윙장갑
65	-1	9	40	0	0	0	0	2	0	1	0	40	//레드윙바지
65	-1	11	40	0	0	0	0	2	0	1	0	40	//레드윙부츠
65	-1	7	13	0	0	0	0	2	0	1	0	40	//정령헬멧
65	-1	8	13	0	0	0	0	2	0	1	0	40	//정령갑옷
65	-1	10	13	0	0	0	0	2	0	1	0	40	//정령장갑
65	-1	9	13	0	0	0	0	2	0	1	0	40	//정령바지
65	-1	11	13	0	0	0	0	2	0	1	0	40	//정령부츠
65	-1	7	7	0	0	0	0	2	0	1	0	40	//스핑크스마스크
65	-1	8	7	0	0	0	0	2	0	1	0	40	//스핑크스갑옷
65	-1	10	7	0	0	0	0	2	0	1	0	40	//스핑크스장갑
65	-1	9	7	0	0	0	0	2	0	1	0	40	//스핑크스바지
65	-1	11	7	0	0	0	0	2	0	1	0	40	//스핑크스부츠
65	-1	7	91	0	0	0	0	2	0	1	0	40	//로우버스트헬멧
65	-1	8	91	0	0	0	0	2	0	1	0	40	//로우버스트갑옷
65	-1	10	91	0	0	0	0	2	0	1	0	40	//로우버스트장갑
65	-1	9	91	0	0	0	0	2	0	1	0	40	//로우버스트바지
65	-1	11	91	0	0	0	0	2	0	1	0	40	//로우버스트부츠
//악마의광장 3 (270 ~ 349)													
//엑스워리어													
294	-1	1	6	0	0	0	0	2	0	1	0	9	//니케아도끼
294	-1	1	7	0	0	0	0	2	0	1	0	9	//라르칸도끼
294	-1	2	3	0	0	0	0	2	0	1	0	9	//그레이트해머
294	-1	4	4	0	0	0	0	2	0	1	0	9	//타이거보우
294	-1	4	12	0	0	0	0	2	0	1	0	9	//서펜트석궁
294	-1	4	5	0	0	0	0	2	0	1	0	9	//실버보우
294	-1	0	11	0	0	0	0	2	0	1	0	9	//전설의검
294	-1	0	13	0	0	0	0	2	0	1	0	9	//더블블레이드
294	-1	0	32	0	0	0	0	2	0	1	0	9	//세크리드글러브
294	-1	3	7	0	0	0	0	2	0	1	0	9	//버디슈
294	-1	3	0	0	0	0	0	2	0	1	0	9	//광선봉
294	-1	3	4	0	0	0	0	2	0	1	0	9	//서펜트스피어
294	-1	3	14	0	0	0	0	2	0	1	0	9	//콘모시온랜스
294	-1	5	5	0	0	0	0	2	0	1	0	9	//전설의지팡이
294	-1	5	21	0	0	0	0	2	0	1	0	9	//사아무트의서
294	-1	5	17	0	0	0	0	2	0	1	0	9	//에이션트스틱
294	-1	2	9	0	0	0	0	2	0	1	0	9	//마스터셉터
294	-1	6	5	0	0	0	0	2	0	1	0	9	//드래곤슬레이어방패
294	-1	6	31	0	0	0	0	2	0	1	0	9	//알라크란실드
294	-1	6	11	0	0	0	0	2	0	1	0	9	//서펜트방패
294	-1	6	14	0	0	0	0	2	0	1	0	9	//전설의방패
294	-1	6	12	0	0	0	0	2	0	1	0	9	//브론즈방패
294	-1	6	13	0	0	0	0	2	0	1	0	9	//드라곤방패
294	-1	7	1	0	0	0	0	2	0	1	0	9	//드라곤투구
294	-1	8	1	0	0	0	0	2	0	1	0	9	//드라곤갑옷
294	-1	10	1	0	0	0	0	2	0	1	0	9	//드라곤장갑
294	-1	9	1	0	0	0	0	2	0	1	0	9	//드라곤바지
294	-1	11	1	0	0	0	0	2	0	1	0	9	//드라곤부츠
294	-1	7	41	0	0	0	0	2	0	1	0	9	//에이션트헬멧
294	-1	10	41	0	0	0	0	2	0	1	0	9	//에이션트장갑
294	-1	8	41	0	0	0	0	2	0	1	0	9	//에이션트갑옷
294	-1	9	41	0	0	0	0	2	0	1	0	9	//에이션트바지
294	-1	11	41	0	0	0	0	2	0	1	0	9	//에이션트부츠
294	-1	7	3	0	0	0	0	2	0	1	0	9	//전설의헬멧
294	-1	8	3	0	0	0	0	2	0	1	0	9	//전설의갑옷
294	-1	10	3	0	0	0	0	2	0	1	0	9	//전설의장갑
294	-1	9	3	0	0	0	0	2	0	1	0	9	//전설의바지
294	-1	11	3	0	0	0	0	2	0	1	0	9	//전설의부츠
294	-1	7	14	0	0	0	0	2	0	1	0	9	//수호헬멧
294	-1	8	14	0	0	0	0	2	0	1	0	9	//수호갑옷
294	-1	10	14	0	0	0	0	2	0	1	0	9	//수호장갑
294	-1	9	14	0	0	0	0	2	0	1	0	9	//수호바지
294	-1	11	14	0	0	0	0	2	0	1	0	9	//수호부츠
294	-1	7	92	0	0	0	0	2	0	1	0	9	//그루힐헬멧
294	-1	8	92	0	0	0	0	2	0	1	0	9	//그루힐갑옷
294	-1	10	92	0	0	0	0	2	0	1	0	9	//그루힐장갑
294	-1	9	92	0	0	0	0	2	0	1	0	9	//그루힐바지
294	-1	11	92	0	0	0	0	2	0	1	0	9	//그루힐부츠
294	-1	7	59	0	0	0	0	2	0	1	0	9	//세크리드파이어투구
294	-1	8	59	0	0	0	0	2	0	1	0	9	//세크리드파이어갑옷
294	-1	9	59	0	0	0	0	2	0	1	0	9	//세크리드파이어바지
294	-1	11	59	0	0	0	0	2	0	1	0	9	//세크리드파이어부츠
//블러디울프													
60	-1	1	6	0	0	0	0	2	0	1	0	19	//니케아도끼
60	-1	1	7	0	0	0	0	2	0	1	0	19	//라르칸도끼
60	-1	2	3	0	0	0	0	2	0	1	0	19	//그레이트해머
60	-1	4	4	0	0	0	0	2	0	1	0	19	//타이거보우
60	-1	4	12	0	0	0	0	2	0	1	0	19	//서펜트석궁
60	-1	4	5	0	0	0	0	2	0	1	0	19	//실버보우
60	-1	0	11	0	0	0	0	2	0	1	0	19	//전설의검
60	-1	0	13	0	0	0	0	2	0	1	0	19	//더블블레이드
60	-1	0	32	0	0	0	0	2	0	1	0	19	//세크리드글러브
60	-1	3	7	0	0	0	0	2	0	1	0	19	//버디슈
60	-1	3	0	0	0	0	0	2	0	1	0	19	//광선봉
60	-1	3	4	0	0	0	0	2	0	1	0	19	//서펜트스피어
60	-1	3	14	0	0	0	0	2	0	1	0	19	//콘모시온랜스
60	-1	5	5	0	0	0	0	2	0	1	0	19	//전설의지팡이
60	-1	5	21	0	0	0	0	2	0	1	0	19	//사아무트의서
60	-1	5	17	0	0	0	0	2	0	1	0	19	//에이션트스틱
60	-1	2	9	0	0	0	0	2	0	1	0	19	//마스터셉터
60	-1	6	5	0	0	0	0	2	0	1	0	19	//드래곤슬레이어방패
60	-1	6	31	0	0	0	0	2	0	1	0	19	//알라크란실드
60	-1	6	11	0	0	0	0	2	0	1	0	19	//서펜트방패
60	-1	6	14	0	0	0	0	2	0	1	0	19	//전설의방패
60	-1	6	12	0	0	0	0	2	0	1	0	19	//브론즈방패
60	-1	6	13	0	0	0	0	2	0	1	0	19	//드라곤방패
60	-1	7	1	0	0	0	0	2	0	1	0	19	//드라곤투구
60	-1	8	1	0	0	0	0	2	0	1	0	19	//드라곤갑옷
60	-1	10	1	0	0	0	0	2	0	1	0	19	//드라곤장갑
60	-1	9	1	0	0	0	0	2	0	1	0	19	//드라곤바지
60	-1	11	1	0	0	0	0	2	0	1	0	19	//드라곤부츠
60	-1	7	41	0	0	0	0	2	0	1	0	19	//에이션트헬멧
60	-1	10	41	0	0	0	0	2	0	1	0	19	//에이션트장갑
60	-1	8	41	0	0	0	0	2	0	1	0	19	//에이션트갑옷
60	-1	9	41	0	0	0	0	2	0	1	0	19	//에이션트바지
60	-1	11	41	0	0	0	0	2	0	1	0	19	//에이션트부츠
60	-1	7	3	0	0	0	0	2	0	1	0	19	//전설의헬멧
60	-1	8	3	0	0	0	0	2	0	1	0	19	//전설의갑옷
60	-1	10	3	0	0	0	0	2	0	1	0	19	//전설의장갑
60	-1	9	3	0	0	0	0	2	0	1	0	19	//전설의바지
60	-1	11	3	0	0	0	0	2	0	1	0	19	//전설의부츠
60	-1	7	14	0	0	0	0	2	0	1	0	19	//수호헬멧
60	-1	8	14	0	0	0	0	2	0	1	0	19	//수호갑옷
60	-1	10	14	0	0	0	0	2	0	1	0	19	//수호장갑
60	-1	9	14	0	0	0	0	2	0	1	0	19	//수호바지
60	-1	11	14	0	0	0	0	2	0	1	0	19	//수호부츠
60	-1	7	92	0	0	0	0	2	0	1	0	19	//그루힐헬멧
60	-1	8	92	0	0	0	0	2	0	1	0	19	//그루힐갑옷
60	-1	10	92	0	0	0	0	2	0	1	0	19	//그루힐장갑
60	-1	9	92	0	0	0	0	2	0	1	0	19	//그루힐바지
60	-1	11	92	0	0	0	0	2	0	1	0	19	//그루힐부츠
60	-1	7	59	0	0	0	0	2	0	1	0	19	//세크리드파이어투구
60	-1	8	59	0	0	0	0	2	0	1	0	19	//세크리드파이어갑옷
60	-1	9	59	0	0	0	0	2	0	1	0	19	//세크리드파이어바지
60	-1	11	59	0	0	0	0	2	0	1	0	19	//세크리드파이어부츠
//메가크러스트													
71	-1	4	32	0	0	0	0	2	0	1	0	19	//전투화살통
71	-1	1	6	0	0	0	0	2	0	1	0	19	//니케아도끼
71	-1	1	7	0	0	0	0	2	0	1	0	19	//라르칸도끼
71	-1	2	3	0	0	0	0	2	0	1	0	19	//그레이트해머
71	-1	4	4	0	0	0	0	2	0	1	0	19	//타이거보우
71	-1	4	12	0	0	0	0	2	0	1	0	19	//서펜트석궁
71	-1	4	5	0	0	0	0	2	0	1	0	19	//실버보우
71	-1	0	11	0	0	0	0	2	0	1	0	19	//전설의검
71	-1	0	13	0	0	0	0	2	0	1	0	19	//더블블레이드
71	-1	0	32	0	0	0	0	2	0	1	0	19	//세크리드글러브
71	-1	3	7	0	0	0	0	2	0	1	0	19	//버디슈
71	-1	3	0	0	0	0	0	2	0	1	0	19	//광선봉
71	-1	3	4	0	0	0	0	2	0	1	0	19	//서펜트스피어
71	-1	3	14	0	0	0	0	2	0	1	0	19	//콘모시온랜스
71	-1	5	5	0	0	0	0	2	0	1	0	19	//전설의지팡이
71	-1	5	21	0	0	0	0	2	0	1	0	19	//사아무트의서
71	-1	5	17	0	0	0	0	2	0	1	0	19	//에이션트스틱
71	-1	2	9	0	0	0	0	2	0	1	0	19	//마스터셉터
71	-1	6	5	0	0	0	0	2	0	1	0	19	//드래곤슬레이어방패
71	-1	6	31	0	0	0	0	2	0	1	0	19	//알라크란실드
71	-1	6	11	0	0	0	0	2	0	1	0	19	//서펜트방패
71	-1	6	14	0	0	0	0	2	0	1	0	19	//전설의방패
71	-1	6	12	0	0	0	0	2	0	1	0	19	//브론즈방패
71	-1	6	13	0	0	0	0	2	0	1	0	19	//드라곤방패
71	-1	7	1	0	0	0	0	2	0	1	0	19	//드라곤투구
71	-1	8	1	0	0	0	0	2	0	1	0	19	//드라곤갑옷
71	-1	10	1	0	0	0	0	2	0	1	0	19	//드라곤장갑
71	-1	9	1	0	0	0	0	2	0	1	0	19	//드라곤바지
71	-1	11	1	0	0	0	0	2	0	1	0	19	//드라곤부츠
71	-1	7	41	0	0	0	0	2	0	1	0	19	//에이션트헬멧
71	-1	10	41	0	0	0	0	2	0	1	0	19	//에이션트장갑
71	-1	8	41	0	0	0	0	2	0	1	0	19	//에이션트갑옷
71	-1	9	41	0	0	0	0	2	0	1	0	19	//에이션트바지
71	-1	11	41	0	0	0	0	2	0	1	0	19	//에이션트부츠
71	-1	7	3	0	0	0	0	2	0	1	0	19	//전설의헬멧
71	-1	8	3	0	0	0	0	2	0	1	0	19	//전설의갑옷
71	-1	10	3	0	0	0	0	2	0	1	0	19	//전설의장갑
71	-1	9	3	0	0	0	0	2	0	1	0	19	//전설의바지
71	-1	11	3	0	0	0	0	2	0	1	0	19	//전설의부츠
71	-1	7	14	0	0	0	0	2	0	1	0	19	//수호헬멧
71	-1	8	14	0	0	0	0	2	0	1	0	19	//수호갑옷
